BOLHA 1
0,568 0,468
0,602 0,502
0,559 0,501
0,534 0,435
0,601 0,484
0,586 0,571
0,601 0,502
0,569 0,540
0,535 0,501

BOLHA 2
0,835 0,970
0,803 1,070
0,835 1,070
0,802 1,103
0,768 1,069
0,769 1,103
0,735 1,103
