0.0 0.06 0.42
30.0 0.06 0.45
60.0 0.06 0.57
90.0 0.06 0.54
120.0 0.06 0.53
150.0 0.06 0.66
180.0 0.07 0.62
210.0 0.07 0.6
240.0 0.07 0.83
270.0 0.06 0.81
300.0 0.06 0.78
330.0 0.07 0.86
360.0 0.06 0.86
390.0 0.06 0.89
420.0 0.07 1.01
450.0 0.07 0.98
480.0 0.06 1.1
510.0 0.07 1.04
540.0 0.07 1.08
570.0 0.07 1.14
600.0 0.07 1.14
630.0 0.06 1.24
660.0 0.06 1.27
690.0 0.06 1.31
720.0 0.07 1.3
750.0 0.07 1.37
780.0 0.06 1.4
810.0 0.06 1.43
840.0 0.07 1.48
870.0 0.06 1.51
900.0 0.06 1.55
930.0 0.06 1.6
960.0 0.07 1.66
990.0 0.07 1.64
1020.0 0.06 1.7
1050.0 0.06 1.7
1080.0 0.07 1.76
1110.0 0.06 1.81
1140.0 0.06 1.82
1170.0 0.06 1.82
1200.0 0.07 1.93
1230.0 0.07 1.88
1260.0 0.06 1.93
1290.0 0.06 1.99
1320.0 0.06 2.05
1350.0 0.06 2.11
1380.0 0.06 2.12
1410.0 0.07 2.18
1440.0 0.06 2.18
1470.0 0.06 2.27
1500.0 0.06 2.24
1530.0 0.06 2.29
1560.0 0.06 2.39
1590.0 0.06 2.35
1620.0 0.06 2.36
1650.0 0.06 2.47
1680.0 0.06 2.49
1710.0 0.06 2.49
1740.0 0.06 2.58
1770.0 0.06 2.58
1800.0 0.06 2.59
1830.0 0.06 2.64
1860.0 0.06 2.61
1890.0 0.05 2.71
1920.0 0.06 2.7
1950.0 0.05 2.77
1980.0 0.05 2.82
2010.0 0.05 2.91
2040.0 0.05 2.86
2070.0 0.05 2.94
2100.0 0.05 2.95
2130.0 0.05 2.98
2160.0 0.05 3.0
2190.0 0.05 3.09
2220.0 0.04 3.13
2250.0 0.04 3.12
2280.0 0.04 3.19
2310.0 0.04 3.18
2340.0 0.04 3.19
2370.0 0.03 3.21
2400.0 0.03 3.31
2430.0 0.03 3.31
2460.0 0.03 3.3
2490.0 0.03 3.39
2520.0 0.03 3.4
2550.0 0.02 3.42
2580.0 0.02 3.49
2610.0 0.02 3.57
2640.0 0.02 3.54
2670.0 0.02 3.61
2700.0 0.02 3.61
2730.0 0.01 3.64
2760.0 0.01 3.64
2790.0 0.01 3.69
2820.0 0.01 3.69
2850.0 0.01 3.78
2880.0 0.0 3.81
2910.0 0.0 3.87
2940.0 0.0 3.89
2970.0 0.0 3.9
3000.0 0.0 3.92
3030.0 0.0 3.96
3060.0 0.0 3.98
3090.0 0.0 4.02
3120.0 0.0 4.07
3150.0 -0.01 4.11
3180.0 -0.01 4.14
3210.0 -0.01 4.19
3240.0 -0.01 4.2
3270.0 -0.01 4.23
3300.0 -0.01 4.23
3330.0 -0.01 4.29
3360.0 -0.01 4.29
3390.0 -0.02 4.31
3420.0 -0.02 4.4
3450.0 -0.02 4.43
3480.0 -0.02 4.46
3510.0 -0.02 4.5
3540.0 -0.02 4.47
3570.0 -0.02 4.53
3600.0 -0.03 4.61
3630.0 -0.03 4.58
3660.0 -0.03 4.67
3690.0 -0.03 4.65
3720.0 -0.03 4.73
3750.0 -0.04 4.68
3780.0 -0.03 4.76
3810.0 -0.04 4.7
3840.0 -0.04 4.82
3870.0 -0.04 4.76
3900.0 -0.04 4.91
3930.0 -0.05 4.94
3960.0 -0.06 4.9
3990.0 -0.06 4.97
4020.0 -0.05 5.03
4050.0 -0.06 5.05
4080.0 -0.07 5.18
4110.0 -0.07 5.11
4140.0 -0.07 5.12
4170.0 -0.08 5.11
4200.0 -0.09 5.12
4230.0 -0.09 5.2
4260.0 -0.09 5.18
4290.0 -0.1 5.26
4320.0 -0.1 5.35
4350.0 -0.11 5.32
4380.0 -0.11 5.35
4410.0 -0.12 5.29
4440.0 -0.12 5.42
4470.0 -0.13 5.39
4500.0 -0.14 5.48
4530.0 -0.15 5.53
4560.0 -0.15 5.51
4590.0 -0.16 5.59
4620.0 -0.17 5.65
4650.0 -0.18 5.62
4680.0 -0.19 5.63
4710.0 -0.2 5.75
4740.0 -0.21 5.72
4770.0 -0.21 5.75
4800.0 -0.22 5.75
4830.0 -0.23 5.8
4860.0 -0.24 5.86
4890.0 -0.25 5.86
4920.0 -0.26 5.87
4950.0 -0.27 5.93
4980.0 -0.28 5.95
5010.0 -0.29 5.92
5040.0 -0.3 6.01
5070.0 -0.3 5.98
5100.0 -0.31 6.07
5130.0 -0.31 6.05
5160.0 -0.32 6.19
5190.0 -0.33 6.1
5220.0 -0.33 6.21
5250.0 -0.34 6.3
5280.0 -0.34 6.22
5310.0 -0.35 6.24
5340.0 -0.35 6.28
5370.0 -0.35 6.3
5400.0 -0.35 6.33
5430.0 -0.35 6.37
5460.0 -0.36 6.31
5490.0 -0.36 6.45
5520.0 -0.37 6.45
5550.0 -0.37 6.46
5580.0 -0.37 6.49
5610.0 -0.37 6.48
5640.0 -0.37 6.58
5670.0 -0.36 6.61
5700.0 -0.37 6.48
5730.0 -0.37 6.61
5760.0 -0.37 6.75
5790.0 -0.37 6.7
5820.0 -0.37 6.69
5850.0 -0.37 6.82
5880.0 -0.36 6.78
5910.0 -0.36 6.87
5940.0 -0.36 6.85
5970.0 -0.36 6.85
6000.0 -0.36 6.81
6030.0 -0.36 6.9
6060.0 -0.36 6.94
6090.0 -0.36 6.99
6120.0 -0.35 7.08
6150.0 -0.35 7.08
6180.0 -0.36 7.03
6210.0 -0.35 7.15
6240.0 -0.35 7.09
6270.0 -0.35 7.09
6300.0 -0.35 7.14
6330.0 -0.35 7.17
6360.0 -0.36 7.29
6390.0 -0.36 7.24
6420.0 -0.36 7.26
6450.0 -0.36 7.37
6480.0 -0.36 7.32
6510.0 -0.36 7.3
6540.0 -0.36 7.35
6570.0 -0.37 7.44
6600.0 -0.37 7.47
6630.0 -0.37 7.41
6660.0 -0.37 7.46
6690.0 -0.38 7.49
6720.0 -0.38 7.55
6750.0 -0.39 7.49
6780.0 -0.39 7.58
6810.0 -0.4 7.58
6840.0 -0.4 7.61
6870.0 -0.41 7.67
6900.0 -0.41 7.53
6930.0 -0.42 7.71
6960.0 -0.43 7.73
6990.0 -0.44 7.74
7020.0 -0.44 7.8
7050.0 -0.45 7.79
7080.0 -0.46 7.85
7110.0 -0.47 7.83
7140.0 -0.48 7.86
7170.0 -0.49 7.91
7200.0 -0.5 7.86
7230.0 -0.51 7.98
7260.0 -0.52 8.0
7290.0 -0.53 8.0
7320.0 -0.55 8.04
7350.0 -0.56 8.01
7380.0 -0.57 8.09
7410.0 -0.59 8.15
7440.0 -0.61 8.13
7470.0 -0.62 8.13
7500.0 -0.64 8.22
7530.0 -0.66 8.21
7560.0 -0.68 8.22
7590.0 -0.7 8.25
7620.0 -0.71 8.28
7650.0 -0.73 8.36
7680.0 -0.76 8.33
7710.0 -0.77 8.36
7740.0 -0.79 8.36
7770.0 -0.82 8.39
7800.0 -0.83 8.49
7830.0 -0.86 8.45
7860.0 -0.88 8.45
7890.0 -0.9 8.51
7920.0 -0.91 8.49
7950.0 -0.93 8.57
7980.0 -0.94 8.6
8010.0 -0.96 8.59
8040.0 -0.97 8.63
8070.0 -0.98 8.65
8100.0 -1.0 8.66
8130.0 -1.01 8.71
8160.0 -1.02 8.72
8190.0 -1.03 8.74
8220.0 -1.04 8.77
8250.0 -1.05 8.84
8280.0 -1.05 8.83
8310.0 -1.06 8.84
8340.0 -1.06 8.86
8370.0 -1.06 8.92
8400.0 -1.06 8.89
8430.0 -1.06 8.92
8460.0 -1.06 8.92
8490.0 -1.07 9.02
8520.0 -1.06 8.96
8550.0 -1.06 8.98
8580.0 -1.06 9.05
8610.0 -1.05 9.1
