Time	Analog in 1	Analog in 2
2730.0	-0.01	3.71
2760.0	-0.01	3.74
2790.0	-0.02	3.72
2820.0	-0.02	3.8
2850.0	-0.02	3.81
2880.0	-0.02	3.86
2910.0	-0.03	3.86
2940.0	-0.03	3.9
2970.0	-0.03	3.96
3000.0	-0.03	4.02
3030.0	-0.03	4.05
3060.0	-0.03	4.14
3090.0	-0.04	4.2
3120.0	-0.04	4.05
3150.0	-0.03	4.11
3180.0	-0.04	4.2
3210.0	-0.04	4.25
3240.0	-0.04	4.14
3270.0	-0.05	4.29
3300.0	-0.05	4.29
3330.0	-0.05	4.34
3360.0	-0.05	4.4
3390.0	-0.05	4.46
3420.0	-0.06	4.41
3450.0	-0.06	4.44
3480.0	-0.06	4.5
3510.0	-0.07	4.49
3540.0	-0.07	4.58
3570.0	-0.07	4.59
3600.0	-0.07	4.62
3630.0	-0.07	4.67
3660.0	-0.07	4.62
3690.0	-0.08	4.73
3720.0	-0.08	4.74
3750.0	-0.09	4.79
3780.0	-0.09	4.82
3810.0	-0.09	4.82
3840.0	-0.1	4.8
3870.0	-0.1	4.88
3900.0	-0.1	4.88
3930.0	-0.1	4.96
3960.0	-0.11	5.02
3990.0	-0.11	5.11
4020.0	-0.12	5.06
4050.0	-0.12	5.14
4080.0	-0.13	5.09
4110.0	-0.13	5.15
4140.0	-0.13	5.32
4170.0	-0.14	5.2
4200.0	-0.15	5.27
4230.0	-0.15	5.26
4260.0	-0.16	5.29
4290.0	-0.17	5.3
4320.0	-0.17	5.38
4350.0	-0.18	5.39
4380.0	-0.19	5.44
4410.0	-0.19	5.42
4440.0	-0.2	5.53
4470.0	-0.21	5.53
4500.0	-0.22	5.53
4530.0	-0.23	5.53
4560.0	-0.24	5.59
4590.0	-0.25	5.65
4620.0	-0.25	5.62
4650.0	-0.26	5.65
4680.0	-0.27	5.69
4710.0	-0.28	5.74
4740.0	-0.3	5.89
4770.0	-0.3	5.77
4800.0	-0.32	5.77
4830.0	-0.33	5.84
4860.0	-0.34	5.81
4890.0	-0.35	5.86
4920.0	-0.36	5.95
4950.0	-0.37	6.01
4980.0	-0.38	5.99
5010.0	-0.39	6.02
5040.0	-0.4	5.96
5070.0	-0.41	6.07
5100.0	-0.42	6.1
5130.0	-0.43	6.12
5160.0	-0.43	6.16
5190.0	-0.44	6.16
5220.0	-0.44	6.21
5250.0	-0.45	6.22
5280.0	-0.45	6.25
5310.0	-0.46	6.33
5340.0	-0.46	6.3
5370.0	-0.47	6.39
5400.0	-0.47	6.37
5430.0	-0.47	6.4
5460.0	-0.48	6.45
5490.0	-0.48	6.45
5520.0	-0.48	6.49
5550.0	-0.49	6.61
5580.0	-0.49	6.54
5610.0	-0.49	6.54
5640.0	-0.49	6.52
5670.0	-0.49	6.64
5700.0	-0.49	6.69
5730.0	-0.48	6.7
5760.0	-0.49	6.72
5790.0	-0.49	6.76
5820.0	-0.49	6.75
5850.0	-0.49	6.75
5880.0	-0.49	6.79
5910.0	-0.49	6.85
5940.0	-0.49	6.91
5970.0	-0.49	6.9
6000.0	-0.49	6.93
6030.0	-0.49	6.97
6060.0	-0.49	6.96
6090.0	-0.49	7.09
6120.0	-0.49	7.02
6150.0	-0.49	7.0
6180.0	-0.49	7.06
6210.0	-0.49	7.09
6240.0	-0.49	7.14
6270.0	-0.49	7.17
6300.0	-0.5	7.21
6330.0	-0.49	7.2
6360.0	-0.5	7.26
6390.0	-0.5	7.27
6420.0	-0.51	7.3
6450.0	-0.51	7.4
6480.0	-0.5	7.27
6510.0	-0.51	7.37
6540.0	-0.51	7.44
6570.0	-0.52	7.44
6600.0	-0.52	7.44
6630.0	-0.53	7.5
6660.0	-0.53	7.5
6690.0	-0.53	7.58
6720.0	-0.54	7.52
6750.0	-0.54	7.62
6780.0	-0.55	7.62
6810.0	-0.56	7.62
6840.0	-0.56	7.61
6870.0	-0.57	7.74
6900.0	-0.57	7.71
6930.0	-0.59	7.76
6960.0	-0.6	7.73
6990.0	-0.61	7.8
7020.0	-0.61	7.8
7050.0	-0.63	7.85
7080.0	-0.64	7.86
7110.0	-0.65	7.86
7140.0	-0.66	7.98
7170.0	-0.68	7.91
7200.0	-0.68	7.98
7230.0	-0.7	7.97
7260.0	-0.71	7.98
7290.0	-0.73	7.95
7320.0	-0.75	8.01
7350.0	-0.76	8.09
7380.0	-0.78	8.1
7410.0	-0.8	8.15
7440.0	-0.81	8.21
7470.0	-0.83	8.15
7500.0	-0.85	8.28
7530.0	-0.87	8.25
7560.0	-0.89	8.25
7590.0	-0.91	8.3
7620.0	-0.93	8.28
7650.0	-0.95	8.28
7680.0	-0.97	8.25
7710.0	-1.0	8.4
7740.0	-1.02	8.51
7770.0	-1.04	8.43
7800.0	-1.07	8.43
7830.0	-1.09	8.48
7860.0	-1.11	8.49
7890.0	-1.13	8.51
7920.0	-1.15	8.54
7950.0	-1.17	8.56
7980.0	-1.19	8.65
8010.0	-1.21	8.62
8040.0	-1.22	8.65
8070.0	-1.24	8.65
8100.0	-1.26	8.68
8130.0	-1.27	8.78
8160.0	-1.28	8.74
8190.0	-1.29	8.78
8220.0	-1.3	8.78
8250.0	-1.32	8.81
8280.0	-1.32	8.69
8310.0	-1.33	8.86
8340.0	-1.34	8.95
8370.0	-1.35	8.86
8400.0	-1.35	8.95
8430.0	-1.35	8.89
8460.0	-1.35	8.95
8490.0	-1.35	9.01
8520.0	-1.36	9.02
8550.0	-1.36	9.07
8580.0	-1.35	8.96
8610.0	-1.35	9.07
8640.0	-1.35	9.1
8670.0	-1.35	9.14
8700.0	-1.34	9.13
8730.0	-1.34	9.2
8760.0	-1.33	9.19
8790.0	-1.33	9.25
8820.0	-1.32	9.25
8850.0	-1.31	9.28
8880.0	-1.31	9.23
8910.0	-1.3	9.31
8940.0	-1.3	9.34
8970.0	-1.29	9.35
9000.0	-1.28	9.41
9030.0	-1.28	9.26
9060.0	-1.27	9.41
9090.0	-1.26	9.44
9120.0	-1.25	9.49
9150.0	-1.24	9.49
9180.0	-1.23	9.56
9210.0	-1.23	9.55
9240.0	-1.22	9.52
9270.0	-1.22	9.59
9300.0	-1.21	9.62
9330.0	-1.2	9.62
9360.0	-1.2	9.64
9390.0	-1.19	9.65
9420.0	-1.18	9.68
9450.0	-1.17	9.7
9480.0	-1.17	9.67
9510.0	-1.16	9.78
9540.0	-1.16	9.79
9570.0	-1.16	9.81
9600.0	-1.15	9.82
9630.0	-1.16	9.68
9660.0	-1.15	9.87
9690.0	-1.15	9.88
9720.0	-1.15	10.0
9750.0	-1.14	9.94
9780.0	-1.14	9.91
9810.0	-1.14	9.97
9840.0	-1.15	10.0
9870.0	-1.15	10.03
9900.0	-1.15	10.03
9930.0	-1.15	10.06
9960.0	-1.16	10.06
9990.0	-1.15	10.08
10020.0	-1.16	10.18
10050.0	-1.17	10.15
10080.0	-1.17	10.12
10110.0	-1.18	10.18
10140.0	-1.19	10.2
10170.0	-1.19	10.15
10200.0	-1.2	10.23
10230.0	-1.22	10.2
10260.0	-1.22	10.3
10290.0	-1.23	10.29
10320.0	-1.25	10.32
10350.0	-1.25	10.33
10380.0	-1.27	10.44
10410.0	-1.28	10.41
10440.0	-1.3	10.42
10470.0	-1.31	10.48
10500.0	-1.33	10.45
10530.0	-1.35	10.47
10560.0	-1.36	10.51
10590.0	-1.37	10.54
10620.0	-1.39	10.51
10650.0	-1.41	10.54
10680.0	-1.43	10.57
10710.0	-1.45	10.59
10740.0	-1.48	10.6
10770.0	-1.5	10.74
10800.0	-1.52	10.65
10830.0	-1.55	10.68
10860.0	-1.57	10.71
10890.0	-1.59	10.8
10920.0	-1.63	10.8
10950.0	-1.66	10.78
10980.0	-1.68	10.8
11010.0	-1.71	10.81
11040.0	-1.74	10.83
11070.0	-1.77	10.93
11100.0	-1.8	10.87
11130.0	-1.83	10.87
11160.0	-1.86	10.9
11190.0	-1.9	10.92
11220.0	-1.93	10.96
11250.0	-1.96	10.96
11280.0	-2.0	10.93
11310.0	-2.04	10.98
11340.0	-2.07	11.04
11370.0	-2.11	10.98
11400.0	-2.14	11.09
11430.0	-2.17	11.1
11460.0	-2.21	11.1
11490.0	-2.24	11.12
11520.0	-2.27	11.07
11550.0	-2.29	11.16
11580.0	-2.33	11.25
11610.0	-2.35	11.22
11640.0	-2.38	11.21
11670.0	-2.41	11.36
11700.0	-2.43	11.27
11730.0	-2.46	11.25
11760.0	-2.48	11.33
11790.0	-2.5	11.34
11820.0	-2.52	11.31
11850.0	-2.54	11.37
11880.0	-2.56	11.33
11910.0	-2.57	11.4
11940.0	-2.58	11.4
11970.0	-2.6	11.48
12000.0	-2.61	11.45
12030.0	-2.62	11.48
12060.0	-2.63	11.46
12090.0	-2.63	11.51
12120.0	-2.64	11.54
12150.0	-2.64	11.55
12180.0	-2.64	11.55
12210.0	-2.64	11.61
12240.0	-2.64	11.63
12270.0	-2.64	11.67
12300.0	-2.64	11.64
12330.0	-2.63	11.63
12360.0	-2.62	11.69
12390.0	-2.62	11.73
12420.0	-2.61	11.72
12450.0	-2.6	11.78
12480.0	-2.59	11.75
12510.0	-2.58	11.78
12540.0	-2.56	11.81
12570.0	-2.55	11.81
12600.0	-2.54	11.81
12630.0	-2.53	11.87
12660.0	-2.51	11.87
12690.0	-2.5	11.9
12720.0	-2.48	12.08
12750.0	-2.47	11.9
12780.0	-2.45	11.97
12810.0	-2.43	11.94
12840.0	-2.41	11.99
12870.0	-2.4	11.97
12900.0	-2.38	12.02
12930.0	-2.36	12.06
12960.0	-2.34	12.03
12990.0	-2.33	12.11
13020.0	-2.31	12.05
13050.0	-2.29	12.09
13080.0	-2.27	12.14
13110.0	-2.26	12.08
13140.0	-2.25	12.17
13170.0	-2.23	12.21
13200.0	-2.21	12.21
13230.0	-2.19	12.23
13260.0	-2.18	12.23
13290.0	-2.16	12.28
13320.0	-2.15	12.29
13350.0	-2.13	12.28
13380.0	-2.12	12.32
13410.0	-2.11	12.29
13440.0	-2.09	12.35
13470.0	-2.08	12.49
13500.0	-2.07	12.37
13530.0	-2.06	12.4
13560.0	-2.05	12.55
13590.0	-2.03	12.43
13620.0	-2.02	12.38
13650.0	-2.02	12.47
13680.0	-2.01	12.5
13710.0	-2.0	12.52
13740.0	-1.99	12.5
13770.0	-1.99	12.56
13800.0	-1.98	12.55
13830.0	-1.98	12.58
13860.0	-1.97	12.59
13890.0	-1.96	12.62
13920.0	-1.96	12.64
13950.0	-1.96	12.64
13980.0	-1.96	12.65
14010.0	-1.96	12.62
14040.0	-1.96	12.7
14070.0	-1.96	12.68
14100.0	-1.96	12.73
14130.0	-1.97	12.76
14160.0	-1.97	12.8
14190.0	-1.98	12.77
14220.0	-1.98	12.82
14250.0	-1.99	12.83
14280.0	-2.0	12.89
14310.0	-2.0	12.79
14340.0	-2.01	12.86
14370.0	-2.02	12.89
14400.0	-2.03	12.91
14430.0	-2.04	12.92
14460.0	-2.06	12.97
14490.0	-2.07	12.98
14520.0	-2.09	13.06
14550.0	-2.09	12.94
14580.0	-2.1	13.04
14610.0	-2.13	13.12
14640.0	-2.15	13.04
14670.0	-2.16	13.01
14700.0	-2.18	13.09
14730.0	-2.2	13.1
14760.0	-2.22	13.09
14790.0	-2.24	13.12
14820.0	-2.27	13.15
14850.0	-2.29	13.13
14880.0	-2.31	13.18
14910.0	-2.34	13.24
14940.0	-2.36	13.18
14970.0	-2.39	13.24
15000.0	-2.42	13.22
15030.0	-2.44	13.24
15060.0	-2.48	13.1
15090.0	-2.5	13.28
15120.0	-2.54	13.28
15150.0	-2.57	13.31
15180.0	-2.6	13.34
15210.0	-2.64	13.47
15240.0	-2.67	13.36
15270.0	-2.71	13.39
15300.0	-2.74	13.39
15330.0	-2.77	13.42
15360.0	-2.82	13.48
15390.0	-2.86	13.45
15420.0	-2.9	13.47
15450.0	-2.93	13.47
15480.0	-2.98	13.47
15510.0	-3.02	13.37
15540.0	-3.06	13.56
15570.0	-3.1	13.59
15600.0	-3.15	13.59
15630.0	-3.19	13.59
15660.0	-3.23	13.57
15690.0	-3.27	13.62
15720.0	-3.32	13.56
15750.0	-3.36	13.66
15780.0	-3.41	13.68
15810.0	-3.45	13.71
15840.0	-3.49	13.66
15870.0	-3.54	13.68
15900.0	-3.58	13.74
15930.0	-3.63	13.78
15960.0	-3.66	13.74
15990.0	-3.71	13.74
16020.0	-3.75	13.78
16050.0	-3.79	13.77
16080.0	-3.83	13.83
16110.0	-3.86	13.71
16140.0	-3.9	13.86
16170.0	-3.94	13.87
16200.0	-3.98	13.89
16230.0	-4.01	13.87
16260.0	-4.04	13.87
16290.0	-4.08	13.96
16320.0	-4.1	13.95
16350.0	-4.13	13.96
16380.0	-4.16	13.98
16410.0	-4.18	13.9
16440.0	-4.21	13.96
16470.0	-4.23	13.99
16500.0	-4.25	14.04
16530.0	-4.27	14.01
16560.0	-4.29	14.13
16590.0	-4.31	14.07
16620.0	-4.32	14.05
16650.0	-4.34	14.1
16680.0	-4.35	14.14
16710.0	-4.36	14.17
16740.0	-4.37	14.14
16770.0	-4.38	14.14
16800.0	-4.39	14.17
16830.0	-4.39	14.22
16860.0	-4.39	14.1
16890.0	-4.39	14.22
16920.0	-4.39	14.17
16950.0	-4.39	14.26
16980.0	-4.38	14.28
17010.0	-4.38	14.28
17040.0	-4.37	14.31
17070.0	-4.36	14.29
17100.0	-4.36	14.35
17130.0	-4.35	14.29
17160.0	-4.33	14.49
17190.0	-4.32	14.4
17220.0	-4.31	14.37
17250.0	-4.29	14.4
17280.0	-4.27	14.38
17310.0	-4.26	14.32
17340.0	-4.24	14.41
17370.0	-4.22	14.43
17400.0	-4.2	14.47
17430.0	-4.18	14.46
17460.0	-4.16	14.49
17490.0	-4.14	14.49
17520.0	-4.12	14.53
17550.0	-4.1	14.53
17580.0	-4.08	14.58
17610.0	-4.06	14.53
17640.0	-4.03	14.59
17670.0	-4.0	14.56
17700.0	-3.98	14.67
17730.0	-3.95	14.62
17760.0	-3.93	14.75
17790.0	-3.89	14.65
17820.0	-3.87	14.65
17850.0	-3.85	14.78
17880.0	-3.82	14.72
17910.0	-3.79	14.7
17940.0	-3.77	14.75
17970.0	-3.74	14.82
18000.0	-3.72	14.78
18030.0	-3.69	14.78
18060.0	-3.66	14.75
18090.0	-3.64	14.79
18120.0	-3.62	14.85
18150.0	-3.59	14.84
18180.0	-3.57	14.84
18210.0	-3.54	14.96
18240.0	-3.51	14.87
18270.0	-3.49	14.96
18300.0	-3.47	14.91
18330.0	-3.45	14.9
18360.0	-3.42	15.02
18390.0	-3.4	14.93
18420.0	-3.38	15.02
18450.0	-3.36	15.03
18480.0	-3.34	15.05
18510.0	-3.32	14.87
18540.0	-3.3	15.03
18570.0	-3.28	15.09
18600.0	-3.26	15.05
18630.0	-3.24	15.09
18660.0	-3.23	14.96
18690.0	-3.21	15.06
18720.0	-3.19	15.06
18750.0	-3.18	15.08
18780.0	-3.17	15.11
18810.0	-3.15	15.26
18840.0	-3.14	15.14
18870.0	-3.13	15.12
18900.0	-3.12	15.18
18930.0	-3.11	15.14
18960.0	-3.09	15.23
18990.0	-3.08	15.24
19020.0	-3.07	15.24
19050.0	-3.06	15.3
19080.0	-3.06	15.24
19110.0	-3.05	15.2
19140.0	-3.05	15.3
19170.0	-3.04	15.23
19200.0	-3.04	15.23
19230.0	-3.03	15.32
19260.0	-3.02	15.35
19290.0	-3.03	15.32
19320.0	-3.03	15.35
19350.0	-3.03	15.36
19380.0	-3.03	15.39
19410.0	-3.02	15.44
19440.0	-3.03	15.42
19470.0	-3.03	15.42
19500.0	-3.03	15.47
19530.0	-3.04	15.45
19560.0	-3.04	15.5
19590.0	-3.05	15.47
19620.0	-3.06	15.42
19650.0	-3.06	15.53
19680.0	-3.07	15.51
19710.0	-3.08	15.56
19740.0	-3.09	15.57
19770.0	-3.1	15.56
19800.0	-3.11	15.57
19830.0	-3.13	15.59
19860.0	-3.14	15.65
19890.0	-3.15	15.6
19920.0	-3.17	15.59
19950.0	-3.18	15.72
19980.0	-3.2	15.65
20010.0	-3.21	15.56
20040.0	-3.23	15.69
20070.0	-3.25	15.62
20100.0	-3.26	15.75
20130.0	-3.29	15.69
20160.0	-3.31	15.75
20190.0	-3.33	15.72
20220.0	-3.36	15.78
20250.0	-3.38	15.75
20280.0	-3.4	15.77
20310.0	-3.43	15.75
20340.0	-3.45	15.84
20370.0	-3.48	15.86
20400.0	-3.51	15.89
20430.0	-3.54	15.8
20460.0	-3.57	15.83
20490.0	-3.6	15.87
20520.0	-3.63	15.84
20550.0	-3.66	15.83
20580.0	-3.69	15.92
20610.0	-3.72	15.95
20640.0	-3.76	15.91
20670.0	-3.79	15.84
20700.0	-3.82	16.07
20730.0	-3.86	15.94
20760.0	-3.9	15.95
20790.0	-3.94	15.98
20820.0	-3.98	16.0
20850.0	-4.02	16.09
20880.0	-4.06	16.04
20910.0	-4.09	16.07
20940.0	-4.13	16.07
20970.0	-4.18	16.07
21000.0	-4.22	16.03
21030.0	-4.26	16.12
21060.0	-4.31	16.03
21090.0	-4.35	16.07
21120.0	-4.4	16.03
21150.0	-4.44	16.25
21180.0	-4.49	16.16
21210.0	-4.54	16.16
21240.0	-4.58	16.16
21270.0	-4.63	16.16
21300.0	-4.67	16.22
21330.0	-4.72	16.22
21360.0	-4.77	16.18
21390.0	-4.82	16.25
21420.0	-4.87	16.22
21450.0	-4.92	16.24
21480.0	-4.97	16.27
21510.0	-5.01	16.21
21540.0	-5.06	16.31
21570.0	-5.11	16.28
21600.0	-5.16	16.34
21630.0	-5.21	16.33
21660.0	-5.26	16.39
21690.0	-5.31	16.33
21720.0	-5.36	16.42
21750.0	-5.41	16.42
21780.0	-5.45	16.37
21810.0	-5.5	16.36
21840.0	-5.55	16.39
21870.0	-5.59	16.45
21900.0	-5.64	16.4
21930.0	-5.69	16.43
21960.0	-5.73	16.37
21990.0	-5.78	16.46
22020.0	-5.82	16.46
22050.0	-5.86	16.55
22080.0	-5.91	16.52
22110.0	-5.94	16.52
22140.0	-5.98	16.54
22170.0	-6.02	16.54
22200.0	-6.06	16.55
22230.0	-6.1	16.6
22260.0	-6.14	16.49
22290.0	-6.17	16.58
22320.0	-6.21	16.55
22350.0	-6.25	16.6
22380.0	-6.28	16.61
22410.0	-6.31	16.66
22440.0	-6.34	16.63
22470.0	-6.37	16.66
22500.0	-6.4	16.7
22530.0	-6.42	16.66
22560.0	-6.45	16.67
22590.0	-6.48	16.67
22620.0	-6.51	16.7
22650.0	-6.53	16.7
22680.0	-6.55	16.72
22710.0	-6.57	16.76
22740.0	-6.59	16.76
22770.0	-6.61	16.78
22800.0	-6.63	16.7
22830.0	-6.64	16.78
22860.0	-6.66	16.81
22890.0	-6.67	16.81
22920.0	-6.69	16.73
22950.0	-6.69	16.84
22980.0	-6.71	16.85
23010.0	-6.71	16.84
23040.0	-6.72	16.87
23070.0	-6.72	16.87
23100.0	-6.73	16.88
23130.0	-6.73	16.9
23160.0	-6.73	16.88
23190.0	-6.73	16.93
23220.0	-6.74	16.87
23250.0	-6.73	17.0
23280.0	-6.72	16.96
23310.0	-6.72	16.93
23340.0	-6.72	17.0
23370.0	-6.71	16.99
23400.0	-6.7	16.85
23430.0	-6.69	17.0
23460.0	-6.69	16.97
23490.0	-6.67	17.05
23520.0	-6.66	17.03
23550.0	-6.65	17.0
23580.0	-6.65	17.06
23610.0	-6.63	17.13
23640.0	-6.62	17.06
23670.0	-6.6	17.08
23700.0	-6.59	17.06
23730.0	-6.57	17.11
23760.0	-6.55	17.08
23790.0	-6.54	17.11
23820.0	-6.53	17.11
23850.0	-6.5	17.17
23880.0	-6.48	17.11
23910.0	-6.47	17.22
23940.0	-6.44	17.22
23970.0	-6.42	17.2
24000.0	-6.4	17.16
24030.0	-6.38	17.23
24060.0	-6.36	17.16
24090.0	-6.34	17.25
24120.0	-6.32	17.22
24150.0	-6.3	17.28
24180.0	-6.27	17.29
24210.0	-6.25	17.29
24240.0	-6.23	17.28
24270.0	-6.2	17.35
24300.0	-6.18	17.34
24330.0	-6.15	17.31
24360.0	-6.12	17.34
24390.0	-6.1	17.35
24420.0	-6.08	17.34
24450.0	-6.05	17.37
24480.0	-6.02	17.37
24510.0	-6.0	17.28
24540.0	-5.98	17.4
24570.0	-5.95	17.46
24600.0	-5.93	17.4
24630.0	-5.91	17.44
24660.0	-5.88	17.44
24690.0	-5.86	17.44
24720.0	-5.84	17.43
24750.0	-5.81	17.44
24780.0	-5.79	17.47
24810.0	-5.77	17.46
24840.0	-5.74	17.49
24870.0	-5.72	17.49
24900.0	-5.7	17.52
24930.0	-5.68	17.52
24960.0	-5.64	17.5
24990.0	-5.63	17.55
25020.0	-5.61	17.56
25050.0	-5.59	17.49
25080.0	-5.57	17.59
25110.0	-5.55	17.47
25140.0	-5.52	17.61
25170.0	-5.51	17.61
25200.0	-5.49	17.52
25230.0	-5.47	17.62
25260.0	-5.45	17.73
25290.0	-5.43	17.64
25320.0	-5.42	17.62
25350.0	-5.4	17.7
25380.0	-5.38	17.68
25410.0	-5.37	17.7
25440.0	-5.35	17.7
25470.0	-5.33	17.73
25500.0	-5.32	17.74
25530.0	-5.31	17.68
25560.0	-5.29	17.74
25590.0	-5.28	17.73
25620.0	-5.27	17.76
25650.0	-5.26	17.68
25680.0	-5.24	17.76
25710.0	-5.23	17.77
25740.0	-5.22	17.85
25770.0	-5.21	17.82
25800.0	-5.2	17.74
25830.0	-5.2	17.85
25860.0	-5.19	17.94
25890.0	-5.21	17.82
25920.0	-5.36	17.86
25950.0	-5.76	17.89
25980.0	-6.5	17.86
26010.0	-7.6	17.86
26040.0	-9.05	17.88
26070.0	-9.89	17.88
26100.0	-9.89	18.0
26130.0	-9.89	17.92
26160.0	-9.89	18.01
26190.0	-9.89	17.95
26220.0	-9.89	17.95
26250.0	-9.89	18.03
26280.0	-9.89	17.95
26310.0	-9.89	17.92
26340.0	-9.89	17.97
26370.0	-9.89	17.97
26400.0	-9.89	17.97
26430.0	-9.89	17.97
26460.0	-9.89	18.12
26490.0	-9.89	18.04
26520.0	-9.89	18.0
26550.0	-9.89	18.0
26580.0	-9.89	18.01
26610.0	-9.89	18.03
26640.0	-9.89	18.04
26670.0	-9.89	18.1
26700.0	-9.89	18.04
26730.0	-9.89	18.06
26760.0	-9.89	16.12
