Time	Analog in 1	Analog in 2
2730.0	0.03	3.61
2760.0	0.03	3.63
2790.0	0.03	3.64
2820.0	0.03	3.71
2850.0	0.03	3.77
2880.0	0.02	3.77
2910.0	0.02	3.83
2940.0	0.02	3.87
2970.0	0.03	3.89
3000.0	0.02	3.8
3030.0	0.02	3.93
3060.0	0.02	3.96
3090.0	0.02	3.95
3120.0	0.02	4.04
3150.0	0.02	4.05
3180.0	0.02	4.1
3210.0	0.02	4.11
3240.0	0.02	4.11
3270.0	0.02	4.19
3300.0	0.01	4.37
3330.0	0.01	4.25
3360.0	0.01	4.28
3390.0	0.02	4.26
3420.0	0.01	4.34
3450.0	0.01	4.4
3480.0	0.01	4.38
3510.0	0.01	4.35
3540.0	0.01	4.49
3570.0	0.01	4.47
3600.0	0.01	4.49
3630.0	0.02	4.55
3660.0	0.0	4.61
3690.0	0.0	4.67
3720.0	0.01	4.67
3750.0	0.0	4.67
3780.0	0.0	4.71
3810.0	0.0	4.76
3840.0	0.0	4.76
3870.0	0.0	4.83
3900.0	0.0	4.91
3930.0	0.0	4.86
3960.0	0.0	4.9
3990.0	0.0	5.0
4020.0	0.0	4.97
4050.0	0.0	5.0
4080.0	-0.01	5.03
4110.0	-0.01	5.06
4140.0	-0.01	5.08
4170.0	-0.01	5.09
4200.0	-0.01	5.12
4230.0	-0.02	5.17
4260.0	-0.02	5.2
4290.0	-0.03	5.17
4320.0	-0.03	5.26
4350.0	-0.03	5.35
4380.0	-0.04	5.3
4410.0	-0.04	5.32
4440.0	-0.04	5.29
4470.0	-0.05	5.38
4500.0	-0.05	5.36
4530.0	-0.06	5.42
4560.0	-0.06	5.39
4590.0	-0.07	5.5
4620.0	-0.08	5.54
4650.0	-0.08	5.63
4680.0	-0.09	5.6
4710.0	-0.09	5.68
4740.0	-0.1	5.66
4770.0	-0.11	5.66
4800.0	-0.11	5.72
4830.0	-0.12	5.78
4860.0	-0.13	5.78
4890.0	-0.13	5.71
4920.0	-0.14	5.83
4950.0	-0.15	5.83
4980.0	-0.16	5.89
5010.0	-0.16	6.01
5040.0	-0.16	5.96
5070.0	-0.17	6.02
5100.0	-0.18	5.99
5130.0	-0.18	6.04
5160.0	-0.19	6.1
5190.0	-0.19	6.19
5220.0	-0.2	6.13
5250.0	-0.2	6.13
5280.0	-0.2	6.15
5310.0	-0.21	6.22
5340.0	-0.21	6.3
5370.0	-0.21	6.31
5400.0	-0.22	6.22
5430.0	-0.21	6.36
5460.0	-0.22	6.28
5490.0	-0.22	6.33
5520.0	-0.22	6.4
5550.0	-0.22	6.49
5580.0	-0.22	6.48
5610.0	-0.22	6.54
5640.0	-0.22	6.49
5670.0	-0.22	6.54
5700.0	-0.22	6.66
5730.0	-0.22	6.58
5760.0	-0.22	6.6
5790.0	-0.21	6.58
5820.0	-0.21	6.66
5850.0	-0.21	6.72
5880.0	-0.21	6.75
5910.0	-0.21	6.72
5940.0	-0.21	6.7
5970.0	-0.21	6.81
6000.0	-0.2	6.9
6030.0	-0.2	6.91
6060.0	-0.2	6.9
6090.0	-0.2	6.84
6120.0	-0.2	6.94
6150.0	-0.2	6.87
6180.0	-0.19	7.03
6210.0	-0.19	7.09
6240.0	-0.19	7.06
6270.0	-0.19	7.09
6300.0	-0.19	7.09
6330.0	-0.18	7.12
6360.0	-0.19	7.14
6390.0	-0.18	7.18
6420.0	-0.18	7.21
6450.0	-0.18	7.34
6480.0	-0.18	7.26
6510.0	-0.18	7.26
6540.0	-0.19	7.32
6570.0	-0.18	7.37
6600.0	-0.18	7.29
6630.0	-0.18	7.35
6660.0	-0.18	7.41
6690.0	-0.18	7.38
6720.0	-0.19	7.47
6750.0	-0.19	7.55
6780.0	-0.19	7.56
6810.0	-0.19	7.55
6840.0	-0.19	7.7
6870.0	-0.19	7.62
6900.0	-0.2	7.71
6930.0	-0.21	7.68
6960.0	-0.21	7.65
6990.0	-0.21	7.73
7020.0	-0.22	7.73
7050.0	-0.22	7.85
7080.0	-0.23	7.79
7110.0	-0.23	7.83
7140.0	-0.24	7.79
7170.0	-0.25	7.88
7200.0	-0.26	7.79
7230.0	-0.26	7.91
7260.0	-0.27	7.94
7290.0	-0.28	7.88
7320.0	-0.29	7.97
7350.0	-0.3	8.04
7380.0	-0.31	8.06
7410.0	-0.32	8.09
7440.0	-0.33	8.16
7470.0	-0.34	8.13
7500.0	-0.36	8.12
7530.0	-0.36	8.12
7560.0	-0.39	8.12
7590.0	-0.4	8.22
7620.0	-0.41	8.25
7650.0	-0.43	8.25
7680.0	-0.44	8.3
7710.0	-0.45	8.33
7740.0	-0.47	8.34
7770.0	-0.48	8.4
7800.0	-0.5	8.36
7830.0	-0.51	8.43
7860.0	-0.53	8.43
7890.0	-0.55	8.52
7920.0	-0.56	8.45
7950.0	-0.58	8.51
7980.0	-0.59	8.54
8010.0	-0.6	8.57
8040.0	-0.61	8.69
8070.0	-0.62	8.62
8100.0	-0.63	8.69
8130.0	-0.64	8.68
8160.0	-0.65	8.69
8190.0	-0.66	8.8
8220.0	-0.67	8.68
8250.0	-0.67	8.72
8280.0	-0.68	8.77
8310.0	-0.68	8.84
8340.0	-0.68	8.83
8370.0	-0.69	8.86
8400.0	-0.69	8.81
8430.0	-0.69	8.89
8460.0	-0.69	8.96
8490.0	-0.69	8.9
8520.0	-0.69	8.98
8550.0	-0.69	9.16
8580.0	-0.69	9.04
8610.0	-0.68	9.07
8640.0	-0.68	9.07
8670.0	-0.67	9.04
8700.0	-0.67	9.17
8730.0	-0.66	9.16
8760.0	-0.65	9.17
8790.0	-0.65	9.17
8820.0	-0.65	9.17
8850.0	-0.64	9.23
8880.0	-0.63	9.29
8910.0	-0.62	9.23
8940.0	-0.62	9.32
8970.0	-0.61	9.31
9000.0	-0.6	9.35
9030.0	-0.6	9.38
9060.0	-0.59	9.38
9090.0	-0.58	9.4
9120.0	-0.57	9.41
9150.0	-0.56	9.52
9180.0	-0.55	9.46
9210.0	-0.55	9.52
9240.0	-0.54	9.52
9270.0	-0.53	9.52
9300.0	-0.53	9.47
9330.0	-0.52	9.59
9360.0	-0.51	9.59
9390.0	-0.51	9.65
9420.0	-0.5	9.68
9450.0	-0.49	9.68
9480.0	-0.49	9.68
9510.0	-0.48	9.74
9540.0	-0.48	9.73
9570.0	-0.47	9.78
9600.0	-0.46	9.74
9630.0	-0.46	9.85
9660.0	-0.45	9.88
9690.0	-0.45	9.79
9720.0	-0.45	9.9
9750.0	-0.45	10.0
9780.0	-0.44	9.93
9810.0	-0.44	9.94
9840.0	-0.44	10.02
9870.0	-0.44	9.97
9900.0	-0.44	9.94
9930.0	-0.44	10.02
9960.0	-0.44	10.05
9990.0	-0.44	10.03
10020.0	-0.44	10.09
10050.0	-0.44	10.18
10080.0	-0.44	10.12
10110.0	-0.44	10.15
10140.0	-0.44	10.15
10170.0	-0.44	10.2
10200.0	-0.45	10.21
10230.0	-0.45	10.24
10260.0	-0.46	10.32
10290.0	-0.46	10.29
10320.0	-0.47	10.35
10350.0	-0.47	10.44
10380.0	-0.48	10.38
10410.0	-0.49	10.35
10440.0	-0.5	10.41
10470.0	-0.5	10.41
10500.0	-0.52	10.44
10530.0	-0.53	10.44
10560.0	-0.54	10.47
10590.0	-0.55	10.5
10620.0	-0.56	10.53
10650.0	-0.57	10.59
10680.0	-0.59	10.56
10710.0	-0.61	10.68
10740.0	-0.61	10.62
10770.0	-0.63	10.63
10800.0	-0.64	10.84
10830.0	-0.66	10.68
10860.0	-0.68	10.69
10890.0	-0.7	10.74
10920.0	-0.71	10.77
10950.0	-0.74	10.69
10980.0	-0.76	10.77
11010.0	-0.78	10.74
11040.0	-0.8	10.83
11070.0	-0.82	10.81
11100.0	-0.85	10.78
11130.0	-0.87	10.86
11160.0	-0.9	10.9
11190.0	-0.91	10.89
11220.0	-0.94	10.92
11250.0	-0.96	10.96
11280.0	-0.99	11.01
11310.0	-1.02	11.01
11340.0	-1.04	11.01
11370.0	-1.07	11.03
11400.0	-1.09	10.99
11430.0	-1.11	11.03
11460.0	-1.14	11.07
11490.0	-1.16	11.1
11520.0	-1.18	11.15
11550.0	-1.2	11.24
11580.0	-1.22	11.15
11610.0	-1.24	11.19
11640.0	-1.26	11.19
11670.0	-1.28	11.25
11700.0	-1.3	11.27
11730.0	-1.31	11.3
11760.0	-1.33	11.27
11790.0	-1.34	11.3
11820.0	-1.35	11.3
11850.0	-1.36	11.37
11880.0	-1.37	11.4
11910.0	-1.37	11.42
11940.0	-1.38	11.39
11970.0	-1.39	11.4
12000.0	-1.39	11.4
12030.0	-1.4	11.48
12060.0	-1.39	11.43
12090.0	-1.4	11.49
12120.0	-1.4	11.51
12150.0	-1.4	11.52
12180.0	-1.39	11.58
12210.0	-1.39	11.57
12240.0	-1.39	11.58
12270.0	-1.38	11.66
12300.0	-1.37	11.61
12330.0	-1.36	11.66
12360.0	-1.36	11.69
12390.0	-1.35	11.72
12420.0	-1.34	11.73
12450.0	-1.33	11.61
12480.0	-1.32	11.76
12510.0	-1.31	11.76
12540.0	-1.3	11.78
12570.0	-1.28	11.88
12600.0	-1.27	11.88
12630.0	-1.26	11.82
12660.0	-1.24	11.87
12690.0	-1.23	11.91
12720.0	-1.21	11.94
12750.0	-1.2	11.96
12780.0	-1.18	11.94
12810.0	-1.17	11.93
12840.0	-1.15	11.97
12870.0	-1.13	12.02
12900.0	-1.12	11.93
12930.0	-1.1	12.03
12960.0	-1.09	12.06
12990.0	-1.07	12.06
13020.0	-1.06	12.0
13050.0	-1.04	12.12
13080.0	-1.03	12.14
13110.0	-1.01	12.18
13140.0	-1.0	12.12
13170.0	-0.98	12.29
13200.0	-0.97	12.2
13230.0	-0.95	12.25
13260.0	-0.94	12.21
13290.0	-0.93	12.26
13320.0	-0.91	12.31
13350.0	-0.91	12.29
13380.0	-0.89	12.34
13410.0	-0.88	12.35
13440.0	-0.87	12.38
13470.0	-0.85	12.4
13500.0	-0.85	12.41
13530.0	-0.84	12.41
13560.0	-0.82	12.41
13590.0	-0.82	12.41
13620.0	-0.81	12.43
13650.0	-0.8	12.52
13680.0	-0.79	12.49
13710.0	-0.78	12.56
13740.0	-0.77	12.55
13770.0	-0.77	12.56
13800.0	-0.77	12.67
13830.0	-0.76	12.59
13860.0	-0.76	12.58
13890.0	-0.75	12.58
13920.0	-0.75	12.59
13950.0	-0.74	12.76
13980.0	-0.74	12.67
14010.0	-0.74	12.71
14040.0	-0.73	12.71
14070.0	-0.74	12.71
14100.0	-0.74	12.65
14130.0	-0.74	12.76
14160.0	-0.74	12.74
14190.0	-0.74	12.8
14220.0	-0.74	12.82
14250.0	-0.74	12.83
14280.0	-0.75	12.83
14310.0	-0.75	12.83
14340.0	-0.76	12.89
14370.0	-0.76	12.86
14400.0	-0.77	13.0
14430.0	-0.77	12.94
14460.0	-0.79	12.83
14490.0	-0.79	12.94
14520.0	-0.8	12.92
14550.0	-0.8	13.06
14580.0	-0.82	13.01
14610.0	-0.83	13.01
14640.0	-0.84	13.06
14670.0	-0.85	13.07
14700.0	-0.86	13.13
14730.0	-0.88	13.07
14760.0	-0.9	13.04
14790.0	-0.91	13.12
14820.0	-0.92	13.1
14850.0	-0.94	13.24
14880.0	-0.96	13.15
14910.0	-0.98	13.27
14940.0	-0.99	13.21
14970.0	-1.01	13.22
15000.0	-1.03	13.34
15030.0	-1.06	13.25
15060.0	-1.08	13.3
15090.0	-1.1	13.34
15120.0	-1.12	13.31
15150.0	-1.15	13.28
15180.0	-1.17	13.34
15210.0	-1.2	13.36
15240.0	-1.23	13.4
15270.0	-1.25	13.43
15300.0	-1.28	13.36
15330.0	-1.31	13.4
15360.0	-1.34	13.48
15390.0	-1.37	13.47
15420.0	-1.4	13.5
15450.0	-1.43	13.48
15480.0	-1.46	13.51
15510.0	-1.49	13.54
15540.0	-1.52	13.53
15570.0	-1.55	13.59
15600.0	-1.59	13.69
15630.0	-1.62	13.62
15660.0	-1.66	13.5
15690.0	-1.69	13.62
15720.0	-1.72	13.69
15750.0	-1.75	13.62
15780.0	-1.79	13.71
15810.0	-1.82	13.63
15840.0	-1.85	13.66
15870.0	-1.88	13.72
15900.0	-1.91	13.71
15930.0	-1.94	13.78
15960.0	-1.98	13.74
15990.0	-2.0	13.8
16020.0	-2.03	13.78
16050.0	-2.06	13.83
16080.0	-2.09	13.86
16110.0	-2.11	13.92
16140.0	-2.14	13.86
16170.0	-2.16	13.84
16200.0	-2.18	13.87
16230.0	-2.2	13.9
16260.0	-2.22	13.9
16290.0	-2.24	13.95
16320.0	-2.26	14.01
16350.0	-2.28	13.96
16380.0	-2.29	14.01
16410.0	-2.31	13.98
16440.0	-2.32	14.01
16470.0	-2.33	14.07
16500.0	-2.34	14.05
16530.0	-2.35	14.08
16560.0	-2.36	14.14
16590.0	-2.36	14.08
16620.0	-2.37	14.08
16650.0	-2.37	14.14
16680.0	-2.38	14.16
16710.0	-2.38	14.19
16740.0	-2.38	14.22
16770.0	-2.38	14.19
16800.0	-2.38	14.2
16830.0	-2.37	14.23
16860.0	-2.37	14.07
16890.0	-2.36	14.26
16920.0	-2.35	14.25
16950.0	-2.35	14.31
16980.0	-2.33	14.31
17010.0	-2.32	14.28
17040.0	-2.31	14.32
17070.0	-2.3	14.4
17100.0	-2.29	14.34
17130.0	-2.27	14.38
17160.0	-2.26	14.47
17190.0	-2.25	14.43
17220.0	-2.23	14.49
17250.0	-2.22	14.43
17280.0	-2.2	14.4
17310.0	-2.18	14.43
17340.0	-2.16	14.49
17370.0	-2.14	14.49
17400.0	-2.12	14.47
17430.0	-2.1	14.52
17460.0	-2.08	14.55
17490.0	-2.06	14.52
17520.0	-2.03	14.59
17550.0	-2.01	14.52
17580.0	-1.99	14.59
17610.0	-1.97	14.58
17640.0	-1.95	14.62
17670.0	-1.93	14.64
17700.0	-1.9	14.67
17730.0	-1.88	14.72
17760.0	-1.86	14.75
17790.0	-1.84	14.67
17820.0	-1.82	14.69
17850.0	-1.8	14.72
17880.0	-1.77	14.7
17910.0	-1.75	14.65
17940.0	-1.73	14.75
17970.0	-1.71	14.81
18000.0	-1.68	14.76
18030.0	-1.66	14.76
18060.0	-1.64	14.7
18090.0	-1.62	14.87
18120.0	-1.6	14.85
18150.0	-1.58	14.87
18180.0	-1.56	14.94
18210.0	-1.54	14.96
18240.0	-1.52	14.91
18270.0	-1.5	14.94
18300.0	-1.48	14.94
18330.0	-1.46	14.9
18360.0	-1.44	15.06
18390.0	-1.43	14.94
18420.0	-1.41	15.03
18450.0	-1.39	14.99
18480.0	-1.38	15.02
18510.0	-1.36	15.09
18540.0	-1.35	15.06
18570.0	-1.33	15.11
18600.0	-1.32	15.08
18630.0	-1.3	15.05
18660.0	-1.29	15.08
18690.0	-1.28	15.09
18720.0	-1.26	15.12
18750.0	-1.26	15.15
18780.0	-1.24	15.18
18810.0	-1.23	15.23
18840.0	-1.22	15.18
18870.0	-1.21	15.18
18900.0	-1.2	15.24
18930.0	-1.19	15.24
18960.0	-1.18	15.21
18990.0	-1.18	15.26
19020.0	-1.18	15.23
19050.0	-1.17	15.3
19080.0	-1.16	15.3
19110.0	-1.15	15.32
19140.0	-1.15	15.35
19170.0	-1.15	15.33
19200.0	-1.14	15.35
19230.0	-1.14	15.39
19260.0	-1.14	15.27
19290.0	-1.13	15.41
19320.0	-1.13	15.39
19350.0	-1.13	15.42
19380.0	-1.14	15.36
19410.0	-1.13	15.36
19440.0	-1.13	15.44
19470.0	-1.14	15.39
19500.0	-1.14	15.47
19530.0	-1.14	15.51
19560.0	-1.15	15.56
19590.0	-1.15	15.51
19620.0	-1.16	15.51
19650.0	-1.16	15.54
19680.0	-1.17	15.57
19710.0	-1.17	15.6
19740.0	-1.18	15.56
19770.0	-1.19	15.63
19800.0	-1.2	15.57
19830.0	-1.21	15.6
19860.0	-1.22	15.66
19890.0	-1.23	15.66
19920.0	-1.24	15.63
19950.0	-1.25	15.65
19980.0	-1.27	15.74
20010.0	-1.28	15.75
20040.0	-1.3	15.72
20070.0	-1.31	15.75
20100.0	-1.33	15.74
20130.0	-1.34	15.72
20160.0	-1.36	15.72
20190.0	-1.37	15.77
20220.0	-1.39	15.81
20250.0	-1.41	15.8
20280.0	-1.43	15.75
20310.0	-1.45	15.74
20340.0	-1.47	15.83
20370.0	-1.5	15.92
20400.0	-1.51	15.87
20430.0	-1.54	15.86
20460.0	-1.56	15.78
20490.0	-1.58	15.89
20520.0	-1.61	15.91
20550.0	-1.64	15.91
20580.0	-1.66	15.97
20610.0	-1.69	16.03
20640.0	-1.72	15.95
20670.0	-1.75	16.04
20700.0	-1.77	15.98
20730.0	-1.8	15.98
20760.0	-1.83	15.97
20790.0	-1.86	16.03
20820.0	-1.89	16.01
20850.0	-1.92	16.1
20880.0	-1.95	16.13
20910.0	-1.99	16.03
20940.0	-2.02	16.1
20970.0	-2.06	16.1
21000.0	-2.09	16.13
21030.0	-2.13	16.15
21060.0	-2.16	16.06
21090.0	-2.2	16.15
21120.0	-2.23	16.24
21150.0	-2.27	16.19
21180.0	-2.31	16.06
21210.0	-2.34	16.15
21240.0	-2.38	16.21
21270.0	-2.42	16.25
21300.0	-2.45	16.27
21330.0	-2.49	16.19
21360.0	-2.53	16.24
21390.0	-2.57	16.25
21420.0	-2.6	16.24
21450.0	-2.64	16.27
21480.0	-2.68	16.25
21510.0	-2.72	16.24
21540.0	-2.75	16.34
21570.0	-2.79	16.37
21600.0	-2.82	16.36
21630.0	-2.86	16.46
21660.0	-2.89	16.37
21690.0	-2.93	16.42
21720.0	-2.97	16.46
21750.0	-3.0	16.42
21780.0	-3.04	16.39
21810.0	-3.07	16.52
21840.0	-3.1	16.45
21870.0	-3.14	16.46
21900.0	-3.17	16.49
21930.0	-3.2	16.52
21960.0	-3.23	16.54
21990.0	-3.26	16.52
22020.0	-3.29	16.54
22050.0	-3.32	16.54
22080.0	-3.34	16.54
22110.0	-3.37	16.6
22140.0	-3.4	16.58
22170.0	-3.42	16.55
22200.0	-3.45	16.55
22230.0	-3.47	16.61
22260.0	-3.49	16.67
22290.0	-3.52	16.63
22320.0	-3.54	16.58
22350.0	-3.55	16.63
22380.0	-3.57	16.66
22410.0	-3.59	16.75
22440.0	-3.61	16.7
22470.0	-3.63	16.73
22500.0	-3.64	16.72
22530.0	-3.65	16.67
22560.0	-3.66	16.73
22590.0	-3.67	16.76
22620.0	-3.68	16.73
22650.0	-3.69	16.81
22680.0	-3.7	16.82
22710.0	-3.7	16.78
22740.0	-3.71	16.79
22770.0	-3.71	16.79
22800.0	-3.72	16.81
22830.0	-3.72	16.85
22860.0	-3.73	16.88
22890.0	-3.73	16.87
22920.0	-3.73	16.93
22950.0	-3.72	16.87
22980.0	-3.72	16.88
23010.0	-3.72	16.97
23040.0	-3.71	16.93
23070.0	-3.7	16.84
23100.0	-3.7	16.94
23130.0	-3.69	16.99
23160.0	-3.68	16.91
23190.0	-3.67	16.99
23220.0	-3.67	16.97
23250.0	-3.66	16.99
23280.0	-3.64	17.06
23310.0	-3.64	16.91
23340.0	-3.62	17.03
23370.0	-3.61	17.08
23400.0	-3.59	17.05
23430.0	-3.58	17.05
23460.0	-3.57	16.96
23490.0	-3.55	17.09
23520.0	-3.53	17.28
23550.0	-3.51	17.08
23580.0	-3.5	17.06
23610.0	-3.48	17.16
23640.0	-3.46	17.14
23670.0	-3.45	17.05
23700.0	-3.42	17.16
23730.0	-3.4	17.23
23760.0	-3.39	17.14
23790.0	-3.36	17.17
23820.0	-3.34	17.19
23850.0	-3.32	17.17
23880.0	-3.3	17.19
23910.0	-3.28	17.16
23940.0	-3.25	17.22
23970.0	-3.23	17.37
24000.0	-3.21	17.26
24030.0	-3.19	17.23
24060.0	-3.16	17.22
24090.0	-3.14	17.32
24120.0	-3.12	17.4
24150.0	-3.1	17.29
24180.0	-3.07	17.32
24210.0	-3.05	17.28
24240.0	-3.03	17.34
24270.0	-3.0	17.37
24300.0	-2.98	17.34
24330.0	-2.95	17.38
24360.0	-2.93	17.4
24390.0	-2.91	17.4
24420.0	-2.88	17.37
24450.0	-2.86	17.43
24480.0	-2.83	17.35
24510.0	-2.82	17.44
24540.0	-2.79	17.46
24570.0	-2.77	17.47
24600.0	-2.75	17.49
24630.0	-2.73	17.47
24660.0	-2.71	17.44
24690.0	-2.68	17.53
24720.0	-2.66	17.58
24750.0	-2.64	17.5
24780.0	-2.62	17.5
24810.0	-2.6	17.55
24840.0	-2.57	17.56
24870.0	-2.56	17.52
24900.0	-2.54	17.59
24930.0	-2.52	17.58
24960.0	-2.5	17.65
24990.0	-2.48	17.56
25020.0	-2.46	17.58
25050.0	-2.44	17.61
25080.0	-2.42	17.67
25110.0	-2.4	17.58
25140.0	-2.39	17.65
25170.0	-2.37	17.65
25200.0	-2.35	17.68
25230.0	-2.34	17.7
25260.0	-2.32	17.73
25290.0	-2.3	17.67
25320.0	-2.29	17.74
25350.0	-2.28	17.71
25380.0	-2.26	17.73
25410.0	-2.25	17.82
25440.0	-2.24	17.74
25470.0	-2.23	17.74
25500.0	-2.22	17.8
25530.0	-2.22	17.76
25560.0	-2.23	17.79
25590.0	-2.25	17.8
25620.0	-2.29	17.74
25650.0	-2.35	17.77
25680.0	-2.42	17.77
25710.0	-2.52	17.76
25740.0	-2.66	17.86
25770.0	-2.82	17.85
25800.0	-3.02	17.82
25830.0	-3.25	17.8
25860.0	-3.54	17.83
25890.0	-3.86	17.83
25920.0	-4.24	17.97
25950.0	-4.67	17.88
25980.0	-5.16	17.91
26010.0	-5.71	17.92
26040.0	-6.32	17.91
26070.0	-6.99	17.91
26100.0	-7.73	17.97
26130.0	-8.53	18.0
26160.0	-9.42	18.0
26190.0	-9.89	17.95
26220.0	-9.89	17.98
26250.0	-9.89	17.98
26280.0	-9.89	18.01
26310.0	-9.89	18.07
26340.0	-9.89	18.03
26370.0	-9.89	18.07
26400.0	-9.89	17.98
26430.0	-9.89	18.03
26460.0	-9.89	18.12
26490.0	-9.89	18.04
26520.0	-9.89	18.01
26550.0	-9.89	18.04
26580.0	-9.89	18.03
26610.0	-9.89	18.18
26640.0	-9.89	18.09
26670.0	-9.89	18.06
26700.0	-9.89	18.1
26730.0	-9.89	18.09
26760.0	-9.89	18.07
26790.0	-9.89	18.15
26820.0	-9.89	16.15
26850.0	-9.89	14.05
26880.0	-9.89	12.2
26910.0	-9.89	10.65
