Time	Analog in 1	Analog in 2
2730,0	0,03	3,55
2760,0	0,03	3,61
2790,0	0,03	3,66
2820,0	0,03	3,64
2850,0	0,03	3,58
2880,0	0,03	3,72
2910,0	0,02	3,72
2940,0	0,02	3,8
2970,0	0,02	3,87
3000,0	0,02	3,75
3030,0	0,02	3,92
3060,0	0,02	3,95
3090,0	0,02	3,93
3120,0	0,02	3,95
3150,0	0,02	3,96
3180,0	0,02	4,04
3210,0	0,02	4,11
3240,0	0,01	4,1
3270,0	0,01	4,1
3300,0	0,01	4,11
3330,0	0,01	4,22
3360,0	0,01	4,25
3390,0	0,01	4,29
3420,0	0,01	4,29
3450,0	0,01	4,38
3480,0	0,0	4,38
3510,0	0,01	4,35
3540,0	0,0	4,46
3570,0	0,0	4,46
3600,0	0,0	4,49
3630,0	0,0	4,52
3660,0	0,0	4,55
3690,0	0,0	4,59
3720,0	0,0	4,67
3750,0	0,0	4,67
3780,0	0,0	4,73
3810,0	0,0	4,7
3840,0	0,0	4,77
3870,0	-0,01	4,79
3900,0	-0,01	4,85
3930,0	0,0	4,83
3960,0	-0,01	4,85
3990,0	-0,01	4,9
4020,0	-0,01	4,91
4050,0	-0,02	4,99
4080,0	-0,01	5,0
4110,0	-0,02	5,05
4140,0	-0,03	5,02
4170,0	-0,03	5,05
4200,0	-0,03	5,14
4230,0	-0,03	5,15
4260,0	-0,03	5,18
4290,0	-0,03	5,21
4320,0	-0,04	5,26
4350,0	-0,04	5,15
4380,0	-0,05	5,29
4410,0	-0,06	5,38
4440,0	-0,05	5,32
4470,0	-0,06	5,38
4500,0	-0,07	5,44
4530,0	-0,07	5,39
4560,0	-0,08	5,42
4590,0	-0,08	5,59
4620,0	-0,09	5,51
4650,0	-0,1	5,57
4680,0	-0,1	5,56
4710,0	-0,11	5,68
4740,0	-0,11	5,62
4770,0	-0,12	5,66
4800,0	-0,13	5,66
4830,0	-0,15	5,74
4860,0	-0,15	5,75
4890,0	-0,16	5,8
4920,0	-0,17	5,81
4950,0	-0,17	5,81
4980,0	-0,18	5,87
5010,0	-0,19	5,93
5040,0	-0,2	5,9
5070,0	-0,2	5,96
5100,0	-0,21	6,01
5130,0	-0,21	6,01
5160,0	-0,22	6,01
5190,0	-0,23	6,18
5220,0	-0,23	6,07
5250,0	-0,23	6,19
5280,0	-0,23	6,16
5310,0	-0,24	6,18
5340,0	-0,25	6,19
5370,0	-0,25	6,25
5400,0	-0,25	6,3
5430,0	-0,25	6,27
5460,0	-0,25	6,3
5490,0	-0,26	6,27
5520,0	-0,26	6,36
5550,0	-0,26	6,49
5580,0	-0,26	6,42
5610,0	-0,26	6,43
5640,0	-0,26	6,45
5670,0	-0,26	6,51
5700,0	-0,26	6,61
5730,0	-0,26	6,55
5760,0	-0,26	6,6
5790,0	-0,26	6,72
5820,0	-0,26	6,64
5850,0	-0,26	6,64
5880,0	-0,26	6,73
5910,0	-0,25	6,82
5940,0	-0,25	6,85
5970,0	-0,25	6,79
6000,0	-0,25	6,82
6030,0	-0,25	6,9
6060,0	-0,25	6,88
6090,0	-0,25	6,97
6120,0	-0,24	6,91
6150,0	-0,24	6,97
6180,0	-0,24	6,96
6210,0	-0,24	7,02
6240,0	-0,24	6,94
6270,0	-0,23	7,06
6300,0	-0,23	7,17
6330,0	-0,24	7,09
6360,0	-0,23	7,11
6390,0	-0,23	7,27
6420,0	-0,23	7,2
6450,0	-0,23	7,18
6480,0	-0,23	7,26
6510,0	-0,23	7,34
6540,0	-0,23	7,24
6570,0	-0,23	7,34
6600,0	-0,23	7,29
6630,0	-0,24	7,37
6660,0	-0,23	7,37
6690,0	-0,23	7,38
6720,0	-0,24	7,47
6750,0	-0,24	7,52
6780,0	-0,24	7,52
6810,0	-0,24	7,55
6840,0	-0,24	7,52
6870,0	-0,25	7,58
6900,0	-0,25	7,65
6930,0	-0,25	7,59
6960,0	-0,26	7,65
6990,0	-0,27	7,62
7020,0	-0,27	7,71
7050,0	-0,28	7,64
7080,0	-0,29	7,74
7110,0	-0,29	7,74
7140,0	-0,29	7,89
7170,0	-0,3	7,83
7200,0	-0,31	7,85
7230,0	-0,32	7,89
7260,0	-0,32	7,92
7290,0	-0,34	7,98
7320,0	-0,35	7,94
7350,0	-0,36	8,06
7380,0	-0,36	8,01
7410,0	-0,38	8,06
7440,0	-0,39	8,09
7470,0	-0,4	8,07
7500,0	-0,42	8,16
7530,0	-0,43	8,15
7560,0	-0,44	8,16
7590,0	-0,45	8,15
7620,0	-0,47	8,18
7650,0	-0,49	8,24
7680,0	-0,5	8,25
7710,0	-0,52	8,22
7740,0	-0,53	8,27
7770,0	-0,55	8,31
7800,0	-0,57	8,33
7830,0	-0,59	8,37
7860,0	-0,6	8,39
7890,0	-0,62	8,36
7920,0	-0,64	8,46
7950,0	-0,66	8,56
7980,0	-0,67	8,52
8010,0	-0,69	8,54
8040,0	-0,7	8,54
8070,0	-0,72	8,54
8100,0	-0,72	8,6
8130,0	-0,74	8,63
8160,0	-0,75	8,66
8190,0	-0,76	8,72
8220,0	-0,77	8,71
8250,0	-0,78	8,72
8280,0	-0,78	8,74
8310,0	-0,79	8,78
8340,0	-0,8	8,71
8370,0	-0,8	8,78
8400,0	-0,81	8,84
8430,0	-0,81	8,87
8460,0	-0,81	8,87
8490,0	-0,81	9,04
8520,0	-0,81	8,96
8550,0	-0,81	8,96
8580,0	-0,81	8,95
8610,0	-0,8	8,99
8640,0	-0,8	8,96
8670,0	-0,8	9,04
8700,0	-0,79	9,11
8730,0	-0,79	9,08
8760,0	-0,79	9,14
8790,0	-0,78	9,26
8820,0	-0,77	9,16
8850,0	-0,77	9,08
8880,0	-0,76	9,23
8910,0	-0,75	9,22
8940,0	-0,74	9,16
8970,0	-0,73	9,26
9000,0	-0,73	9,22
9030,0	-0,72	9,31
9060,0	-0,71	9,32
9090,0	-0,7	9,4
9120,0	-0,7	9,37
9150,0	-0,68	9,44
9180,0	-0,68	9,43
9210,0	-0,67	9,46
9240,0	-0,66	9,53
9270,0	-0,65	9,53
9300,0	-0,65	9,58
9330,0	-0,64	9,47
9360,0	-0,63	9,56
9390,0	-0,62	9,55
9420,0	-0,62	9,62
9450,0	-0,6	9,68
9480,0	-0,6	9,62
9510,0	-0,6	9,7
9540,0	-0,59	9,64
9570,0	-0,59	9,74
9600,0	-0,58	9,76
9630,0	-0,58	9,76
9660,0	-0,57	9,81
9690,0	-0,57	9,79
9720,0	-0,56	9,82
9750,0	-0,56	9,87
9780,0	-0,55	9,91
9810,0	-0,55	9,91
9840,0	-0,55	9,9
9870,0	-0,55	9,94
9900,0	-0,54	9,96
9930,0	-0,54	9,93
9960,0	-0,55	10,03
9990,0	-0,54	10,09
10020,0	-0,55	10,02
10050,0	-0,54	10,03
10080,0	-0,55	10,21
10110,0	-0,55	10,08
10140,0	-0,55	10,11
10170,0	-0,56	10,18
10200,0	-0,56	10,24
10230,0	-0,56	10,14
10260,0	-0,57	10,26
10290,0	-0,57	10,36
10320,0	-0,58	10,29
10350,0	-0,59	10,36
10380,0	-0,59	10,2
10410,0	-0,6	10,33
10440,0	-0,61	10,38
10470,0	-0,62	10,36
10500,0	-0,62	10,39
10530,0	-0,63	10,39
10560,0	-0,65	10,39
10590,0	-0,66	10,51
10620,0	-0,67	10,48
10650,0	-0,68	10,5
10680,0	-0,7	10,59
10710,0	-0,71	10,51
10740,0	-0,73	10,62
10770,0	-0,74	10,62
10800,0	-0,76	10,6
10830,0	-0,78	10,56
10860,0	-0,79	10,66
10890,0	-0,82	10,65
10920,0	-0,84	10,68
10950,0	-0,86	10,72
10980,0	-0,88	10,66
11010,0	-0,9	10,77
11040,0	-0,91	10,78
11070,0	-0,93	10,78
11100,0	-0,96	10,84
11130,0	-0,98	10,72
11160,0	-1,01	10,84
11190,0	-1,04	10,86
11220,0	-1,06	10,86
11250,0	-1,1	10,89
11280,0	-1,12	10,92
11310,0	-1,14	10,96
11340,0	-1,17	10,92
11370,0	-1,2	10,99
11400,0	-1,23	10,96
11430,0	-1,25	11,03
11460,0	-1,28	11,06
11490,0	-1,31	11,06
11520,0	-1,33	11,1
11550,0	-1,36	11,01
11580,0	-1,38	11,09
11610,0	-1,4	11,15
11640,0	-1,43	11,18
11670,0	-1,45	11,18
11700,0	-1,47	11,16
11730,0	-1,48	11,12
11760,0	-1,51	11,24
11790,0	-1,53	11,24
11820,0	-1,54	11,3
11850,0	-1,55	11,3
11880,0	-1,56	11,36
11910,0	-1,58	11,37
11940,0	-1,59	11,39
11970,0	-1,6	11,37
12000,0	-1,61	11,37
12030,0	-1,62	11,42
12060,0	-1,62	11,43
12090,0	-1,62	11,39
12120,0	-1,62	11,49
12150,0	-1,62	11,51
12180,0	-1,62	11,54
12210,0	-1,62	11,57
12240,0	-1,62	11,54
12270,0	-1,62	11,58
12300,0	-1,61	11,61
12330,0	-1,61	11,61
12360,0	-1,6	11,6
12390,0	-1,59	11,63
12420,0	-1,58	11,67
12450,0	-1,57	11,69
12480,0	-1,56	11,72
12510,0	-1,55	11,76
12540,0	-1,53	11,76
12570,0	-1,52	11,81
12600,0	-1,51	11,78
12630,0	-1,49	11,81
12660,0	-1,48	11,82
12690,0	-1,46	11,87
12720,0	-1,45	11,81
12750,0	-1,43	11,87
12780,0	-1,42	11,81
12810,0	-1,4	11,9
12840,0	-1,38	11,93
12870,0	-1,37	11,91
12900,0	-1,36	11,99
12930,0	-1,34	11,88
12960,0	-1,32	12,03
12990,0	-1,3	12,06
13020,0	-1,29	12,03
13050,0	-1,27	12,08
13080,0	-1,26	12,18
13110,0	-1,24	12,09
13140,0	-1,22	12,2
13170,0	-1,21	12,21
13200,0	-1,19	12,14
13230,0	-1,17	12,14
13260,0	-1,16	12,18
13290,0	-1,14	12,26
13320,0	-1,13	12,26
13350,0	-1,12	12,25
13380,0	-1,1	12,14
13410,0	-1,09	12,35
13440,0	-1,08	12,32
13470,0	-1,06	12,23
13500,0	-1,05	12,34
13530,0	-1,04	12,41
13560,0	-1,03	12,4
13590,0	-1,02	12,44
13620,0	-1,0	12,47
13650,0	-1,0	12,44
13680,0	-0,98	12,46
13710,0	-0,98	12,47
13740,0	-0,97	12,52
13770,0	-0,96	12,46
13800,0	-0,96	12,55
13830,0	-0,95	12,49
13860,0	-0,95	12,53
13890,0	-0,94	12,61
13920,0	-0,94	12,55
13950,0	-0,93	12,64
13980,0	-0,93	12,55
14010,0	-0,93	12,65
14040,0	-0,92	12,67
14070,0	-0,92	12,76
14100,0	-0,92	12,7
14130,0	-0,92	12,8
14160,0	-0,92	12,68
14190,0	-0,92	12,74
14220,0	-0,92	12,68
14250,0	-0,93	12,77
14280,0	-0,93	12,79
14310,0	-0,93	12,8
14340,0	-0,94	12,8
14370,0	-0,94	12,85
14400,0	-0,95	12,86
14430,0	-0,96	12,86
14460,0	-0,97	12,94
14490,0	-0,98	12,91
14520,0	-0,98	12,94
14550,0	-0,99	12,95
14580,0	-1,0	12,91
14610,0	-1,01	13,0
14640,0	-1,02	12,98
14670,0	-1,03	13,01
14700,0	-1,05	13,07
14730,0	-1,06	13,09
14760,0	-1,08	13,07
14790,0	-1,1	13,09
14820,0	-1,11	13,06
14850,0	-1,13	13,1
14880,0	-1,14	13,12
14910,0	-1,17	13,16
14940,0	-1,19	13,19
14970,0	-1,2	13,21
15000,0	-1,23	13,21
15030,0	-1,25	13,21
15060,0	-1,27	13,27
15090,0	-1,29	13,25
15120,0	-1,32	13,19
15150,0	-1,34	13,28
15180,0	-1,36	13,25
15210,0	-1,39	13,31
15240,0	-1,42	13,36
15270,0	-1,45	13,36
15300,0	-1,47	13,39
15330,0	-1,51	13,37
15360,0	-1,54	13,39
15390,0	-1,57	13,43
15420,0	-1,6	13,45
15450,0	-1,63	13,45
15480,0	-1,67	13,48
15510,0	-1,7	13,54
15540,0	-1,73	13,5
15570,0	-1,77	13,47
15600,0	-1,8	13,53
15630,0	-1,83	13,53
15660,0	-1,87	13,53
15690,0	-1,9	13,62
15720,0	-1,94	13,56
15750,0	-1,98	13,59
15780,0	-2,02	13,68
15810,0	-2,05	13,71
15840,0	-2,08	13,65
15870,0	-2,12	13,62
15900,0	-2,16	13,69
15930,0	-2,19	13,8
15960,0	-2,23	13,62
15990,0	-2,26	13,75
16020,0	-2,29	13,77
16050,0	-2,32	13,78
16080,0	-2,36	13,74
16110,0	-2,38	13,71
16140,0	-2,42	13,83
16170,0	-2,44	13,87
16200,0	-2,47	13,86
16230,0	-2,5	13,86
16260,0	-2,52	13,98
16290,0	-2,55	13,92
16320,0	-2,57	13,89
16350,0	-2,59	13,93
16380,0	-2,61	13,98
16410,0	-2,63	13,96
16440,0	-2,65	13,99
16470,0	-2,66	13,98
16500,0	-2,68	14,04
16530,0	-2,7	13,99
16560,0	-2,71	13,98
16590,0	-2,72	14,04
16620,0	-2,73	14,11
16650,0	-2,73	14,11
16680,0	-2,74	14,11
16710,0	-2,74	13,99
16740,0	-2,74	14,13
16770,0	-2,74	14,22
16800,0	-2,75	14,17
16830,0	-2,74	14,19
16860,0	-2,74	14,26
16890,0	-2,74	14,19
16920,0	-2,73	14,23
16950,0	-2,73	14,23
16980,0	-2,73	14,22
17010,0	-2,71	14,29
17040,0	-2,71	14,26
17070,0	-2,69	14,28
17100,0	-2,68	14,34
17130,0	-2,67	14,29
17160,0	-2,65	14,26
17190,0	-2,64	14,35
17220,0	-2,62	14,41
17250,0	-2,6	14,38
17280,0	-2,59	14,37
17310,0	-2,57	14,49
17340,0	-2,55	14,43
17370,0	-2,53	14,47
17400,0	-2,51	14,49
17430,0	-2,49	14,52
17460,0	-2,46	14,49
17490,0	-2,44	14,52
17520,0	-2,42	14,52
17550,0	-2,4	14,53
17580,0	-2,37	14,49
17610,0	-2,35	14,55
17640,0	-2,32	14,56
17670,0	-2,3	14,67
17700,0	-2,28	14,59
17730,0	-2,26	14,59
17760,0	-2,23	14,52
17790,0	-2,2	14,65
17820,0	-2,18	14,7
17850,0	-2,16	14,67
17880,0	-2,13	14,7
17910,0	-2,11	14,64
17940,0	-2,08	14,75
17970,0	-2,06	14,73
18000,0	-2,03	14,67
18030,0	-2,01	14,75
18060,0	-1,99	14,82
18090,0	-1,96	14,79
18120,0	-1,94	14,82
18150,0	-1,92	14,88
18180,0	-1,89	14,78
18210,0	-1,87	14,72
18240,0	-1,85	14,84
18270,0	-1,83	14,93
18300,0	-1,81	14,88
18330,0	-1,79	14,91
18360,0	-1,77	14,93
18390,0	-1,75	14,97
18420,0	-1,73	14,94
18450,0	-1,71	15,03
18480,0	-1,69	14,97
18510,0	-1,68	15,03
18540,0	-1,66	15,03
18570,0	-1,64	14,96
18600,0	-1,62	15,12
18630,0	-1,61	15,05
18660,0	-1,59	15,06
18690,0	-1,58	15,08
18720,0	-1,56	15,09
18750,0	-1,55	15,14
18780,0	-1,54	15,12
18810,0	-1,52	15,14
18840,0	-1,51	15,14
18870,0	-1,5	15,17
18900,0	-1,49	15,05
18930,0	-1,48	15,21
18960,0	-1,47	15,17
18990,0	-1,46	15,24
19020,0	-1,45	15,18
19050,0	-1,45	15,24
19080,0	-1,44	15,26
19110,0	-1,43	15,27
19140,0	-1,43	15,29
19170,0	-1,43	15,26
19200,0	-1,42	15,2
19230,0	-1,41	15,32
19260,0	-1,42	15,33
19290,0	-1,41	15,38
19320,0	-1,41	15,35
19350,0	-1,41	15,5
19380,0	-1,4	15,39
19410,0	-1,41	15,42
19440,0	-1,41	15,45
19470,0	-1,41	15,42
19500,0	-1,41	15,35
19530,0	-1,41	15,47
19560,0	-1,42	15,47
19590,0	-1,42	15,5
19620,0	-1,43	15,5
19650,0	-1,43	15,44
19680,0	-1,44	15,5
19710,0	-1,44	15,5
19740,0	-1,45	15,51
19770,0	-1,46	15,53
19800,0	-1,47	15,6
19830,0	-1,48	15,62
19860,0	-1,49	15,57
19890,0	-1,5	15,6
19920,0	-1,51	15,62
19950,0	-1,52	15,74
19980,0	-1,54	15,63
20010,0	-1,55	15,66
20040,0	-1,57	15,66
20070,0	-1,58	15,72
20100,0	-1,6	15,68
20130,0	-1,62	15,75
20160,0	-1,63	15,69
20190,0	-1,65	15,75
20220,0	-1,67	15,77
20250,0	-1,69	15,89
20280,0	-1,71	15,8
20310,0	-1,73	15,81
20340,0	-1,75	15,69
20370,0	-1,77	15,78
20400,0	-1,79	15,78
20430,0	-1,82	15,83
20460,0	-1,84	15,83
20490,0	-1,87	15,89
20520,0	-1,89	15,89
20550,0	-1,92	15,92
20580,0	-1,94	15,92
20610,0	-1,97	15,95
20640,0	-2,0	15,89
20670,0	-2,03	16,07
20700,0	-2,06	15,87
20730,0	-2,09	15,95
20760,0	-2,12	15,97
20790,0	-2,15	16,0
20820,0	-2,18	16,01
20850,0	-2,21	16,03
20880,0	-2,25	16,06
20910,0	-2,28	16,04
20940,0	-2,31	15,97
20970,0	-2,35	16,07
21000,0	-2,39	16,06
21030,0	-2,42	16,12
21060,0	-2,46	16,22
21090,0	-2,5	16,04
21120,0	-2,54	16,15
21150,0	-2,57	16,22
21180,0	-2,61	16,16
21210,0	-2,65	16,24
21240,0	-2,69	16,16
21270,0	-2,73	16,25
21300,0	-2,77	16,24
21330,0	-2,8	16,19
21360,0	-2,84	16,25
21390,0	-2,89	16,31
21420,0	-2,92	16,27
21450,0	-2,96	16,28
21480,0	-3,0	16,3
21510,0	-3,05	16,28
21540,0	-3,08	16,3
21570,0	-3,12	16,34
21600,0	-3,17	16,31
21630,0	-3,2	16,34
21660,0	-3,24	16,31
21690,0	-3,28	16,21
21720,0	-3,32	16,37
21750,0	-3,36	16,45
21780,0	-3,4	16,39
21810,0	-3,43	16,39
21840,0	-3,47	16,4
21870,0	-3,51	16,45
21900,0	-3,55	16,45
21930,0	-3,58	16,43
21960,0	-3,61	16,45
21990,0	-3,64	16,46
22020,0	-3,68	16,49
22050,0	-3,71	16,48
22080,0	-3,74	16,51
22110,0	-3,77	16,52
22140,0	-3,8	16,61
22170,0	-3,83	16,58
22200,0	-3,86	16,57
22230,0	-3,89	16,55
22260,0	-3,91	16,57
22290,0	-3,94	16,46
22320,0	-3,96	16,63
22350,0	-3,99	16,66
22380,0	-4,01	16,64
22410,0	-4,03	16,61
22440,0	-4,05	16,66
22470,0	-4,07	16,67
22500,0	-4,09	16,72
22530,0	-4,1	16,7
22560,0	-4,12	16,66
22590,0	-4,13	16,75
22620,0	-4,14	16,69
22650,0	-4,15	16,79
22680,0	-4,17	16,75
22710,0	-4,18	16,72
22740,0	-4,19	16,64
22770,0	-4,19	16,78
22800,0	-4,2	16,82
22830,0	-4,21	16,76
22860,0	-4,21	16,84
22890,0	-4,22	16,76
22920,0	-4,21	16,9
22950,0	-4,22	16,84
22980,0	-4,22	16,84
23010,0	-4,22	16,85
23040,0	-4,21	16,91
23070,0	-4,21	16,93
23100,0	-4,2	16,87
23130,0	-4,2	16,91
23160,0	-4,19	16,93
23190,0	-4,18	16,94
23220,0	-4,18	16,96
23250,0	-4,16	16,94
23280,0	-4,15	17,03
23310,0	-4,14	16,96
23340,0	-4,13	16,93
23370,0	-4,12	16,99
23400,0	-4,1	17,0
23430,0	-4,09	17,02
23460,0	-4,08	17,03
23490,0	-4,06	17,03
23520,0	-4,05	17,03
23550,0	-4,03	17,03
23580,0	-4,01	17,05
23610,0	-3,99	17,16
23640,0	-3,98	17,06
23670,0	-3,96	17,11
23700,0	-3,93	17,16
23730,0	-3,91	17,13
23760,0	-3,9	17,14
23790,0	-3,87	17,2
23820,0	-3,85	17,17
23850,0	-3,83	17,13
23880,0	-3,8	17,19
23910,0	-3,78	17,19
23940,0	-3,76	17,09
23970,0	-3,73	17,23
24000,0	-3,71	17,26
24030,0	-3,68	17,31
24060,0	-3,66	17,25
24090,0	-3,64	17,26
24120,0	-3,62	17,26
24150,0	-3,59	17,28
24180,0	-3,57	17,28
24210,0	-3,54	17,32
24240,0	-3,51	17,41
24270,0	-3,49	17,29
24300,0	-3,46	17,34
24330,0	-3,44	17,31
24360,0	-3,41	17,35
24390,0	-3,39	17,37
24420,0	-3,36	17,37
24450,0	-3,34	17,44
24480,0	-3,31	17,34
24510,0	-3,29	17,41
24540,0	-3,26	17,4
24570,0	-3,23	17,44
24600,0	-3,21	17,4
24630,0	-3,19	17,34
24660,0	-3,16	17,44
24690,0	-3,14	17,53
24720,0	-3,12	17,49
24750,0	-3,1	17,49
24780,0	-3,07	17,55
24810,0	-3,05	17,53
24840,0	-3,02	17,5
24870,0	-3,0	17,5
24900,0	-2,98	17,56
24930,0	-2,96	17,55
24960,0	-2,94	17,58
24990,0	-2,91	17,61
25020,0	-2,89	17,55
25050,0	-2,88	17,61
25080,0	-2,86	17,56
25110,0	-2,84	17,61
25140,0	-2,82	17,58
25170,0	-2,8	17,65
25200,0	-2,78	17,64
25230,0	-2,76	17,55
25260,0	-2,74	17,67
25290,0	-2,73	17,65
25320,0	-2,71	17,67
25350,0	-2,69	17,68
25380,0	-2,68	17,71
25410,0	-2,66	17,7
25440,0	-2,65	17,73
25470,0	-2,63	17,73
25500,0	-2,62	17,77
25530,0	-2,61	17,67
25560,0	-2,59	17,76
25590,0	-2,58	17,79
25620,0	-2,57	17,79
25650,0	-2,56	17,77
25680,0	-2,55	17,67
25710,0	-2,54	17,82
25740,0	-2,52	17,82
25770,0	-2,51	17,83
25800,0	-2,51	17,82
25830,0	-2,5	17,92
25860,0	-2,51	17,88
25890,0	-2,54	17,88
25920,0	-2,61	17,88
25950,0	-2,72	17,89
25980,0	-2,9	17,83
26010,0	-3,17	17,91
26040,0	-3,54	17,86
26070,0	-4,04	17,94
26100,0	-4,69	17,91
26130,0	-5,53	17,91
26160,0	-6,57	17,92
26190,0	-7,85	17,98
26220,0	-9,37	17,94
26250,0	-9,89	17,95
26280,0	-9,89	18,07
26310,0	-9,89	18,01
26340,0	-9,89	18,0
26370,0	-9,89	18,01
26400,0	-9,89	18,04
26430,0	-9,89	17,98
26460,0	-9,89	18,06
26490,0	-9,89	18,01
26520,0	-9,89	18,0
26550,0	-9,89	18,03
26580,0	-9,89	18,07
26610,0	-9,89	18,03
26640,0	-9,89	18,09
26670,0	-9,89	18,07
26700,0	-9,89	18,09
26730,0	-9,89	18,07
26760,0	-9,89	18,1
26790,0	-9,89	18,04
26820,0	-9,89	18,1
26850,0	-9,89	18,13
26880,0	-9,89	18,12
26910,0	-9,89	18,16
26940,0	-9,89	18,07
26970,0	-9,89	18,18
27000,0	-9,89	18,15
27030,0	-9,89	18,13
27060,0	-9,89	17,92
