Time	Analog in 1	Analog in 2
2730.0	0.02	3.63
2760.0	0.02	3.66
2790.0	0.02	3.69
2820.0	0.02	3.72
2850.0	0.02	3.84
2880.0	0.02	3.74
2910.0	0.02	3.78
2940.0	0.01	3.84
2970.0	0.01	3.81
3000.0	0.01	3.92
3030.0	0.01	3.95
3060.0	0.01	3.99
3090.0	0.01	3.99
3120.0	0.0	4.05
3150.0	0.0	4.08
3180.0	0.0	4.08
3210.0	0.0	4.13
3240.0	0.0	4.19
3270.0	0.0	4.22
3300.0	0.0	4.16
3330.0	0.0	4.26
3360.0	0.0	4.32
3390.0	0.0	4.31
3420.0	0.0	4.32
3450.0	-0.01	4.41
3480.0	0.0	4.41
3510.0	-0.01	4.47
3540.0	0.0	4.47
3570.0	-0.01	4.55
3600.0	-0.01	4.53
3630.0	-0.01	4.53
3660.0	-0.02	4.56
3690.0	-0.01	4.61
3720.0	-0.02	4.67
3750.0	-0.02	4.71
3780.0	-0.02	4.71
3810.0	-0.02	4.79
3840.0	-0.02	4.82
3870.0	-0.03	4.82
3900.0	-0.03	4.86
3930.0	-0.03	4.9
3960.0	-0.03	4.9
3990.0	-0.04	4.94
4020.0	-0.03	4.96
4050.0	-0.04	4.99
4080.0	-0.04	5.06
4110.0	-0.05	5.06
4140.0	-0.05	5.12
4170.0	-0.05	5.11
4200.0	-0.05	5.08
4230.0	-0.06	5.18
4260.0	-0.07	5.21
4290.0	-0.07	5.26
4320.0	-0.08	5.24
4350.0	-0.08	5.35
4380.0	-0.09	5.36
4410.0	-0.09	5.35
4440.0	-0.09	5.39
4470.0	-0.1	5.44
4500.0	-0.1	5.5
4530.0	-0.11	5.47
4560.0	-0.12	5.5
4590.0	-0.13	5.59
4620.0	-0.13	5.59
4650.0	-0.14	5.63
4680.0	-0.15	5.62
4710.0	-0.15	5.63
4740.0	-0.16	5.62
4770.0	-0.17	5.77
4800.0	-0.18	5.68
4830.0	-0.19	5.77
4860.0	-0.2	5.81
4890.0	-0.21	5.75
4920.0	-0.22	5.87
4950.0	-0.23	5.86
4980.0	-0.23	5.95
5010.0	-0.24	5.92
5040.0	-0.25	6.01
5070.0	-0.26	5.99
5100.0	-0.26	6.07
5130.0	-0.27	6.07
5160.0	-0.28	6.1
5190.0	-0.28	6.1
5220.0	-0.29	6.15
5250.0	-0.29	6.15
5280.0	-0.29	6.19
5310.0	-0.3	6.25
5340.0	-0.3	6.3
5370.0	-0.31	6.28
5400.0	-0.31	6.28
5430.0	-0.31	6.36
5460.0	-0.31	6.36
5490.0	-0.31	6.34
5520.0	-0.31	6.45
5550.0	-0.31	6.46
5580.0	-0.32	6.49
5610.0	-0.31	6.49
5640.0	-0.32	6.52
5670.0	-0.32	6.55
5700.0	-0.32	6.64
5730.0	-0.32	6.63
5760.0	-0.31	6.66
5790.0	-0.31	6.66
5820.0	-0.31	6.7
5850.0	-0.31	6.73
5880.0	-0.31	6.79
5910.0	-0.31	6.78
5940.0	-0.31	6.67
5970.0	-0.31	6.87
6000.0	-0.3	6.82
6030.0	-0.3	6.91
6060.0	-0.3	6.94
6090.0	-0.3	6.88
6120.0	-0.3	6.97
6150.0	-0.3	7.03
6180.0	-0.3	7.03
6210.0	-0.3	7.0
6240.0	-0.3	7.05
6270.0	-0.3	7.12
6300.0	-0.29	7.09
6330.0	-0.3	7.18
6360.0	-0.3	7.23
6390.0	-0.3	7.24
6420.0	-0.29	7.23
6450.0	-0.3	7.23
6480.0	-0.3	7.29
6510.0	-0.3	7.3
6540.0	-0.3	7.3
6570.0	-0.29	7.37
6600.0	-0.3	7.37
6630.0	-0.31	7.38
6660.0	-0.31	7.44
6690.0	-0.31	7.49
6720.0	-0.31	7.49
6750.0	-0.31	7.5
6780.0	-0.31	7.53
6810.0	-0.32	7.59
6840.0	-0.33	7.59
6870.0	-0.33	7.65
6900.0	-0.34	7.61
6930.0	-0.34	7.68
6960.0	-0.35	7.71
6990.0	-0.36	7.79
7020.0	-0.36	7.76
7050.0	-0.37	7.73
7080.0	-0.38	7.86
7110.0	-0.39	7.82
7140.0	-0.39	7.82
7170.0	-0.41	7.91
7200.0	-0.41	7.91
7230.0	-0.43	7.94
7260.0	-0.44	7.98
7290.0	-0.45	8.06
7320.0	-0.45	8.01
7350.0	-0.46	8.07
7380.0	-0.48	7.98
7410.0	-0.5	8.03
7440.0	-0.51	8.09
7470.0	-0.52	8.13
7500.0	-0.54	8.09
7530.0	-0.55	8.12
7560.0	-0.58	8.24
7590.0	-0.6	8.25
7620.0	-0.61	8.21
7650.0	-0.63	8.27
7680.0	-0.65	8.42
7710.0	-0.67	8.34
7740.0	-0.69	8.31
7770.0	-0.71	8.39
7800.0	-0.73	8.43
7830.0	-0.75	8.43
7860.0	-0.76	8.45
7890.0	-0.78	8.49
7920.0	-0.8	8.48
7950.0	-0.82	8.52
7980.0	-0.83	8.49
8010.0	-0.85	8.62
8040.0	-0.86	8.6
8070.0	-0.88	8.6
8100.0	-0.89	8.6
8130.0	-0.9	8.6
8160.0	-0.91	8.72
8190.0	-0.91	8.75
8220.0	-0.92	8.72
8250.0	-0.93	8.75
8280.0	-0.93	8.86
8310.0	-0.94	8.83
8340.0	-0.94	8.84
8370.0	-0.95	8.86
8400.0	-0.94	8.89
8430.0	-0.95	8.99
8460.0	-0.95	8.93
8490.0	-0.94	8.98
8520.0	-0.94	8.99
8550.0	-0.94	9.02
8580.0	-0.94	9.07
8610.0	-0.93	9.05
8640.0	-0.92	9.08
8670.0	-0.92	9.1
8700.0	-0.92	9.08
8730.0	-0.91	9.04
8760.0	-0.91	9.23
8790.0	-0.9	9.19
8820.0	-0.89	9.22
8850.0	-0.89	9.31
8880.0	-0.88	9.32
8910.0	-0.87	9.28
8940.0	-0.86	9.31
8970.0	-0.85	9.34
9000.0	-0.84	9.34
9030.0	-0.84	9.35
9060.0	-0.83	9.41
9090.0	-0.82	9.44
9120.0	-0.81	9.44
9150.0	-0.8	9.47
9180.0	-0.8	9.35
9210.0	-0.79	9.49
9240.0	-0.78	9.56
9270.0	-0.77	9.61
9300.0	-0.76	9.59
9330.0	-0.76	9.55
9360.0	-0.75	9.64
9390.0	-0.74	9.67
9420.0	-0.74	9.62
9450.0	-0.73	9.7
9480.0	-0.73	9.68
9510.0	-0.72	9.71
9540.0	-0.71	9.74
9570.0	-0.71	9.82
9600.0	-0.71	9.78
9630.0	-0.7	9.81
9660.0	-0.7	9.85
9690.0	-0.7	9.9
9720.0	-0.7	9.87
9750.0	-0.69	9.9
9780.0	-0.69	9.85
9810.0	-0.69	9.96
9840.0	-0.69	9.96
9870.0	-0.69	9.97
9900.0	-0.69	10.06
9930.0	-0.69	10.06
9960.0	-0.69	10.08
9990.0	-0.69	10.05
10020.0	-0.7	10.09
10050.0	-0.7	10.15
10080.0	-0.71	10.21
10110.0	-0.71	10.17
10140.0	-0.72	10.21
10170.0	-0.72	10.18
10200.0	-0.73	10.24
10230.0	-0.74	10.32
10260.0	-0.74	10.29
10290.0	-0.75	10.33
10320.0	-0.76	10.38
10350.0	-0.77	10.35
10380.0	-0.78	10.33
10410.0	-0.8	10.39
10440.0	-0.8	10.41
10470.0	-0.82	10.5
10500.0	-0.83	10.42
10530.0	-0.85	10.42
10560.0	-0.86	10.51
10590.0	-0.87	10.51
10620.0	-0.89	10.44
10650.0	-0.91	10.59
10680.0	-0.93	10.57
10710.0	-0.94	10.59
10740.0	-0.96	10.63
10770.0	-0.98	10.62
10800.0	-1.0	10.68
10830.0	-1.02	10.71
10860.0	-1.05	10.72
10890.0	-1.07	10.72
10920.0	-1.1	10.74
10950.0	-1.12	10.75
10980.0	-1.14	10.69
11010.0	-1.17	10.78
11040.0	-1.2	10.83
11070.0	-1.23	10.74
11100.0	-1.25	10.87
11130.0	-1.29	10.9
11160.0	-1.32	10.9
11190.0	-1.34	10.93
11220.0	-1.37	10.99
11250.0	-1.4	10.98
11280.0	-1.43	11.01
11310.0	-1.46	11.01
11340.0	-1.49	11.04
11370.0	-1.52	11.06
11400.0	-1.55	11.09
11430.0	-1.58	11.12
11460.0	-1.61	11.13
11490.0	-1.63	11.12
11520.0	-1.66	11.21
11550.0	-1.69	11.18
11580.0	-1.71	11.21
11610.0	-1.74	11.21
11640.0	-1.76	11.25
11670.0	-1.78	11.25
11700.0	-1.8	11.27
11730.0	-1.81	11.25
11760.0	-1.83	11.31
11790.0	-1.83	11.34
11820.0	-1.85	11.27
11850.0	-1.86	11.36
11880.0	-1.87	11.39
11910.0	-1.88	11.33
11940.0	-1.89	11.46
11970.0	-1.89	11.6
12000.0	-1.9	11.48
12030.0	-1.9	11.48
12060.0	-1.9	11.49
12090.0	-1.9	11.6
12120.0	-1.89	11.54
12150.0	-1.89	11.55
12180.0	-1.88	11.58
12210.0	-1.88	11.61
12240.0	-1.87	11.61
12270.0	-1.87	11.67
12300.0	-1.86	11.67
12330.0	-1.85	11.67
12360.0	-1.83	11.75
12390.0	-1.82	11.75
12420.0	-1.81	11.73
12450.0	-1.8	11.78
12480.0	-1.79	11.78
12510.0	-1.77	11.69
12540.0	-1.75	11.81
12570.0	-1.74	11.94
12600.0	-1.72	11.85
12630.0	-1.71	11.87
12660.0	-1.69	11.99
12690.0	-1.67	11.91
12720.0	-1.65	11.94
12750.0	-1.64	11.96
12780.0	-1.62	11.93
12810.0	-1.6	12.0
12840.0	-1.58	12.0
12870.0	-1.56	11.97
12900.0	-1.54	12.05
12930.0	-1.53	12.08
12960.0	-1.51	12.08
12990.0	-1.49	12.11
13020.0	-1.47	12.12
13050.0	-1.45	12.15
13080.0	-1.44	12.17
13110.0	-1.42	12.05
13140.0	-1.4	12.17
13170.0	-1.38	12.2
13200.0	-1.37	12.23
13230.0	-1.36	12.29
13260.0	-1.35	12.35
13290.0	-1.33	12.29
13320.0	-1.32	12.29
13350.0	-1.31	12.35
13380.0	-1.29	12.35
13410.0	-1.28	12.4
13440.0	-1.27	12.38
13470.0	-1.26	12.43
13500.0	-1.25	12.4
13530.0	-1.24	12.41
13560.0	-1.23	12.41
13590.0	-1.22	12.43
13620.0	-1.21	12.49
13650.0	-1.21	12.46
13680.0	-1.2	12.49
13710.0	-1.19	12.34
13740.0	-1.19	12.56
13770.0	-1.18	12.53
13800.0	-1.18	12.61
13830.0	-1.17	12.64
13860.0	-1.17	12.67
13890.0	-1.17	12.62
13920.0	-1.17	12.7
13950.0	-1.17	12.64
13980.0	-1.17	12.71
14010.0	-1.17	12.67
14040.0	-1.17	12.73
14070.0	-1.17	12.73
14100.0	-1.18	12.74
14130.0	-1.18	12.8
14160.0	-1.18	12.82
14190.0	-1.19	12.83
14220.0	-1.19	12.86
14250.0	-1.2	12.77
14280.0	-1.2	12.91
14310.0	-1.22	12.76
14340.0	-1.23	12.91
14370.0	-1.23	12.91
14400.0	-1.25	12.97
14430.0	-1.26	12.91
14460.0	-1.27	13.03
14490.0	-1.28	12.98
14520.0	-1.3	13.0
14550.0	-1.31	12.97
14580.0	-1.33	13.03
14610.0	-1.34	13.03
14640.0	-1.36	13.07
14670.0	-1.38	13.07
14700.0	-1.39	13.25
14730.0	-1.41	13.15
14760.0	-1.43	13.1
14790.0	-1.45	13.13
14820.0	-1.47	13.13
14850.0	-1.5	13.18
14880.0	-1.52	13.19
14910.0	-1.55	13.18
14940.0	-1.57	13.24
14970.0	-1.6	13.28
15000.0	-1.63	13.19
15030.0	-1.65	13.28
15060.0	-1.68	13.24
15090.0	-1.71	13.3
15120.0	-1.74	13.36
15150.0	-1.77	13.42
15180.0	-1.81	13.36
15210.0	-1.83	13.34
15240.0	-1.87	13.4
15270.0	-1.91	13.45
15300.0	-1.94	13.39
15330.0	-1.97	13.45
15360.0	-2.01	13.48
15390.0	-2.05	13.47
15420.0	-2.09	13.5
15450.0	-2.13	13.47
15480.0	-2.17	13.53
15510.0	-2.2	13.5
15540.0	-2.25	13.59
15570.0	-2.28	13.57
15600.0	-2.32	13.6
15630.0	-2.36	13.63
15660.0	-2.4	13.63
15690.0	-2.44	13.62
15720.0	-2.48	13.71
15750.0	-2.52	13.69
15780.0	-2.56	13.72
15810.0	-2.6	13.68
15840.0	-2.64	13.71
15870.0	-2.68	13.75
15900.0	-2.72	13.74
15930.0	-2.75	13.75
15960.0	-2.78	13.74
15990.0	-2.81	13.84
16020.0	-2.85	13.81
16050.0	-2.88	13.8
16080.0	-2.91	13.87
16110.0	-2.94	13.87
16140.0	-2.97	13.87
16170.0	-3.0	13.89
16200.0	-3.02	13.86
16230.0	-3.04	13.96
16260.0	-3.06	13.9
16290.0	-3.09	13.89
16320.0	-3.11	13.98
16350.0	-3.13	14.13
16380.0	-3.14	13.99
16410.0	-3.16	13.98
16440.0	-3.17	14.11
16470.0	-3.18	14.07
16500.0	-3.19	14.05
16530.0	-3.2	14.07
16560.0	-3.2	14.1
16590.0	-3.21	14.17
16620.0	-3.21	14.1
16650.0	-3.2	14.25
16680.0	-3.22	14.16
16710.0	-3.21	14.14
16740.0	-3.21	14.14
16770.0	-3.2	14.2
16800.0	-3.2	14.25
16830.0	-3.19	14.22
16860.0	-3.19	14.26
16890.0	-3.18	14.26
16920.0	-3.17	14.31
16950.0	-3.16	14.31
16980.0	-3.14	14.32
17010.0	-3.13	14.29
17040.0	-3.11	14.31
17070.0	-3.09	14.37
17100.0	-3.08	14.41
17130.0	-3.05	14.38
17160.0	-3.04	14.4
17190.0	-3.02	14.44
17220.0	-3.0	14.41
17250.0	-2.97	14.49
17280.0	-2.95	14.49
17310.0	-2.92	14.43
17340.0	-2.9	14.49
17370.0	-2.88	14.47
17400.0	-2.85	14.52
17430.0	-2.83	14.52
17460.0	-2.8	14.59
17490.0	-2.78	14.61
17520.0	-2.75	14.58
17550.0	-2.72	14.56
17580.0	-2.7	14.58
17610.0	-2.67	14.62
17640.0	-2.64	14.75
17670.0	-2.62	14.7
17700.0	-2.59	14.65
17730.0	-2.56	14.7
17760.0	-2.54	14.69
17790.0	-2.51	14.62
17820.0	-2.48	14.72
17850.0	-2.46	14.73
17880.0	-2.43	14.76
17910.0	-2.4	14.76
17940.0	-2.38	14.76
17970.0	-2.36	14.84
18000.0	-2.33	14.91
18030.0	-2.31	14.84
18060.0	-2.28	14.82
18090.0	-2.26	14.76
18120.0	-2.24	14.88
18150.0	-2.22	14.91
18180.0	-2.19	14.91
18210.0	-2.17	14.88
18240.0	-2.15	14.81
18270.0	-2.13	14.97
18300.0	-2.11	14.96
18330.0	-2.09	14.97
18360.0	-2.07	14.97
18390.0	-2.05	14.99
18420.0	-2.03	15.02
18450.0	-2.01	15.08
18480.0	-2.0	15.03
18510.0	-1.98	15.05
18540.0	-1.97	15.11
18570.0	-1.95	15.08
18600.0	-1.94	15.17
18630.0	-1.92	15.18
18660.0	-1.91	15.11
18690.0	-1.9	15.06
18720.0	-1.89	15.17
18750.0	-1.87	15.23
18780.0	-1.86	15.21
18810.0	-1.86	15.18
18840.0	-1.85	15.24
18870.0	-1.84	15.21
18900.0	-1.83	15.29
18930.0	-1.82	15.32
18960.0	-1.82	15.23
18990.0	-1.82	15.24
19020.0	-1.81	15.3
19050.0	-1.81	15.39
19080.0	-1.81	15.41
19110.0	-1.8	15.35
19140.0	-1.8	15.33
19170.0	-1.8	15.39
19200.0	-1.8	15.36
19230.0	-1.8	15.45
19260.0	-1.8	15.38
19290.0	-1.8	15.42
19320.0	-1.81	15.45
19350.0	-1.81	15.39
19380.0	-1.81	15.53
19410.0	-1.82	15.47
19440.0	-1.82	15.42
19470.0	-1.82	15.48
19500.0	-1.84	15.5
19530.0	-1.84	15.47
19560.0	-1.85	15.56
19590.0	-1.86	15.63
19620.0	-1.87	15.57
19650.0	-1.88	15.51
19680.0	-1.89	15.54
19710.0	-1.91	15.62
19740.0	-1.92	15.59
19770.0	-1.93	15.63
19800.0	-1.95	15.65
19830.0	-1.96	15.6
19860.0	-1.98	15.68
19890.0	-2.0	15.65
19920.0	-2.01	15.68
19950.0	-2.03	15.8
19980.0	-2.05	15.65
20010.0	-2.07	15.72
20040.0	-2.1	15.75
20070.0	-2.11	15.75
20100.0	-2.14	15.77
20130.0	-2.16	15.77
20160.0	-2.19	15.77
20190.0	-2.21	15.83
20220.0	-2.24	15.84
20250.0	-2.26	15.8
20280.0	-2.29	15.8
20310.0	-2.31	15.87
20340.0	-2.34	15.87
20370.0	-2.37	15.87
20400.0	-2.4	15.86
20430.0	-2.43	15.89
20460.0	-2.46	15.91
20490.0	-2.49	15.91
20520.0	-2.53	15.95
20550.0	-2.56	15.95
20580.0	-2.6	16.06
20610.0	-2.63	15.95
20640.0	-2.67	16.01
20670.0	-2.71	16.01
20700.0	-2.74	16.04
20730.0	-2.78	16.03
20760.0	-2.82	16.03
20790.0	-2.85	16.09
20820.0	-2.89	16.01
20850.0	-2.93	16.06
20880.0	-2.98	16.16
20910.0	-3.02	16.12
20940.0	-3.06	16.13
20970.0	-3.1	16.18
21000.0	-3.15	16.13
21030.0	-3.18	16.21
21060.0	-3.23	16.15
21090.0	-3.27	16.22
21120.0	-3.32	16.27
21150.0	-3.36	16.19
21180.0	-3.41	16.15
21210.0	-3.46	16.24
21240.0	-3.5	16.22
21270.0	-3.54	16.24
21300.0	-3.59	16.25
21330.0	-3.64	16.3
21360.0	-3.68	16.28
21390.0	-3.73	16.34
21420.0	-3.77	16.37
21450.0	-3.82	16.33
21480.0	-3.86	16.37
21510.0	-3.91	16.33
21540.0	-3.95	16.39
21570.0	-3.99	16.46
21600.0	-4.04	16.42
21630.0	-4.08	16.39
21660.0	-4.12	16.4
21690.0	-4.17	16.36
21720.0	-4.21	16.45
21750.0	-4.25	16.45
21780.0	-4.29	16.48
21810.0	-4.33	16.45
21840.0	-4.37	16.49
21870.0	-4.4	16.52
21900.0	-4.44	16.48
21930.0	-4.48	16.52
21960.0	-4.51	16.52
21990.0	-4.55	16.54
22020.0	-4.57	16.43
22050.0	-4.61	16.54
22080.0	-4.64	16.57
22110.0	-4.67	16.57
22140.0	-4.7	16.6
22170.0	-4.73	16.73
22200.0	-4.76	16.58
22230.0	-4.78	16.58
22260.0	-4.81	16.64
22290.0	-4.83	16.6
22320.0	-4.85	16.64
22350.0	-4.87	16.66
22380.0	-4.9	16.7
22410.0	-4.91	16.69
22440.0	-4.93	16.7
22470.0	-4.94	16.73
22500.0	-4.96	16.7
22530.0	-4.97	16.76
22560.0	-4.98	16.75
22590.0	-4.99	16.76
22620.0	-5.0	16.79
22650.0	-5.0	16.81
22680.0	-5.01	16.79
22710.0	-5.02	16.82
22740.0	-5.02	16.82
22770.0	-5.02	16.76
22800.0	-5.03	16.85
22830.0	-5.02	16.78
22860.0	-5.02	16.9
22890.0	-5.02	16.87
22920.0	-5.01	16.9
22950.0	-5.01	16.88
22980.0	-5.0	16.94
23010.0	-5.0	16.88
23040.0	-4.99	16.94
23070.0	-4.98	16.88
23100.0	-4.97	16.96
23130.0	-4.96	16.97
23160.0	-4.95	16.94
23190.0	-4.92	17.0
23220.0	-4.92	17.02
23250.0	-4.9	16.99
23280.0	-4.88	17.05
23310.0	-4.87	17.03
23340.0	-4.85	17.03
23370.0	-4.83	17.09
23400.0	-4.81	17.05
23430.0	-4.79	17.08
23460.0	-4.77	17.08
23490.0	-4.75	17.11
23520.0	-4.72	17.06
23550.0	-4.71	17.13
23580.0	-4.68	17.11
23610.0	-4.65	17.08
23640.0	-4.63	17.26
23670.0	-4.6	17.11
23700.0	-4.58	17.17
23730.0	-4.56	17.16
23760.0	-4.53	17.25
23790.0	-4.51	17.2
23820.0	-4.48	17.23
23850.0	-4.45	17.22
23880.0	-4.42	17.28
23910.0	-4.4	17.23
23940.0	-4.37	17.26
23970.0	-4.34	17.29
24000.0	-4.32	17.25
24030.0	-4.29	17.28
24060.0	-4.25	17.35
24090.0	-4.23	17.32
24120.0	-4.2	17.29
24150.0	-4.17	17.35
24180.0	-4.14	17.31
24210.0	-4.12	17.41
24240.0	-4.09	17.38
24270.0	-4.07	17.34
24300.0	-4.03	17.38
24330.0	-4.01	17.4
24360.0	-3.98	17.34
24390.0	-3.96	17.41
24420.0	-3.92	17.46
24450.0	-3.9	17.46
24480.0	-3.87	17.43
24510.0	-3.85	17.47
24540.0	-3.82	17.46
24570.0	-3.79	17.5
24600.0	-3.77	17.47
24630.0	-3.74	17.5
24660.0	-3.72	17.61
24690.0	-3.7	17.56
24720.0	-3.67	17.5
24750.0	-3.65	17.56
24780.0	-3.63	17.56
24810.0	-3.6	17.65
24840.0	-3.58	17.59
24870.0	-3.56	17.56
24900.0	-3.53	17.65
24930.0	-3.51	17.61
24960.0	-3.49	17.68
24990.0	-3.47	17.62
25020.0	-3.45	17.61
25050.0	-3.43	17.65
25080.0	-3.41	17.65
25110.0	-3.39	17.62
25140.0	-3.38	17.68
25170.0	-3.36	17.71
25200.0	-3.34	17.68
25230.0	-3.33	17.71
25260.0	-3.31	17.74
25290.0	-3.29	17.74
25320.0	-3.27	17.77
25350.0	-3.26	17.73
25380.0	-3.25	17.73
25410.0	-3.23	17.79
25440.0	-3.22	17.74
25470.0	-3.21	17.74
25500.0	-3.2	17.83
25530.0	-3.19	17.79
25560.0	-3.18	17.79
25590.0	-3.18	17.8
25620.0	-3.16	17.79
25650.0	-3.16	17.82
25680.0	-3.15	17.86
25710.0	-3.16	17.92
25740.0	-3.24	17.86
25770.0	-3.48	17.92
25800.0	-3.98	17.85
25830.0	-4.78	17.89
25860.0	-5.95	17.86
25890.0	-7.46	17.91
25920.0	-9.3	17.98
25950.0	-9.89	17.98
25980.0	-9.89	17.92
26010.0	-9.89	17.92
26040.0	-9.89	17.92
26070.0	-9.89	17.92
26100.0	-9.89	17.98
26130.0	-9.89	18.01
26160.0	-9.89	18.07
26190.0	-9.89	18.0
26220.0	-9.89	18.03
26250.0	-9.89	17.94
26280.0	-9.89	18.01
26310.0	-9.89	18.03
26340.0	-9.89	18.06
26370.0	-9.89	18.06
26400.0	-9.89	17.97
26430.0	-9.89	18.07
26460.0	-9.89	18.01
26490.0	-9.89	18.07
26520.0	-9.89	18.07
26550.0	-9.89	18.13
26580.0	-9.89	18.13
26610.0	-9.89	18.09
26640.0	-9.89	18.12
26670.0	-9.89	18.01
26700.0	-9.89	18.12
26730.0	-9.89	18.15
26760.0	-9.89	18.07
26790.0	-9.89	18.15
26820.0	-9.89	18.15
26850.0	-9.89	18.18
26880.0	-9.89	18.18
26910.0	-9.89	18.06
26940.0	-9.89	18.16
26970.0	-9.89	18.25
27000.0	-9.89	18.13
27030.0	-9.89	18.27
27060.0	-9.89	18.3
27090.0	-9.89	17.32
